Area,Age,Sex,Year at 30 June,Value,Flags
"548831 Te Mata","Total people, age","Total people, sex","2017",3690,
"548822 Havelock Hills","Total people, age","Total people, sex","2017",1040,
"548821 Iona","Total people, age","Total people, sex","2017",3120,
"548810 Anderson Park","Total people, age","Total people, sex","2017",1600,
"548620 Flaxmere East","Total people, age","Total people, sex","2017",4240,
"548612 Lochain","Total people, age","Total people, sex","2017",3220,
"548611 Kingsley-Chatham","Total people, age","Total people, sex","2017",3500,
"548500 Camberley","Total people, age","Total people, sex","2017",2170,
"548400 Woolwich","Total people, age","Total people, sex","2017",40,
"548300 Akina","Total people, age","Total people, sex","2017",4920,
"548200 Hastings Central","Total people, age","Total people, sex","2017",3000,
"548100 Parkvale","Total people, age","Total people, sex","2017",3350,
"548000 Mayfair","Total people, age","Total people, sex","2017",4620,
"547900 Raureka","Total people, age","Total people, sex","2017",4640,
"547800 Frimley","Total people, age","Total people, sex","2017",2530,
"547700 St Leonards","Total people, age","Total people, sex","2017",3120,
"547600 Mahora","Total people, age","Total people, sex","2017",3800,
"545913 Whanawhana","Total people, age","Total people, sex","2017",240,
"545912 Puketitiri","Total people, age","Total people, sex","2017",380,
"545911 Tutira","Total people, age","Total people, sex","2017",630,
"545860 Waimarama","Total people, age","Total people, sex","2017",1150,
"545852 Pakipaki","Total people, age","Total people, sex","2017",700,
"545851 Poukawa","Total people, age","Total people, sex","2017",1430,
"545842 Bridge Pa","Total people, age","Total people, sex","2017",1260,
"545841 Maraekakaho","Total people, age","Total people, sex","2017",1350,
"545832 Pakowhai","Total people, age","Total people, sex","2017",680,
"545831 Waiohiki","Total people, age","Total people, sex","2017",370,
"545822 Omahu","Total people, age","Total people, sex","2017",430,
"545821 Sherenden-Puketapu","Total people, age","Total people, sex","2017",2910,
"545812 Eskdale","Total people, age","Total people, sex","2017",720,
"545811 Tangoio","Total people, age","Total people, sex","2017",740,
"545762 Longlands South","Total people, age","Total people, sex","2017",1000,
"545761 Irongate","Total people, age","Total people, sex","2017",500,
"545750 Brookvale","Total people, age","Total people, sex","2017",630,
"545740 Haumoana","Total people, age","Total people, sex","2017",2420,
"545730 Clive","Total people, age","Total people, sex","2017",1850,
"545722 Whakatu","Total people, age","Total people, sex","2017",880,
"545721 Karamu","Total people, age","Total people, sex","2017",1520,
"545710 Twyford","Total people, age","Total people, sex","2017",1050,
"545500 Wairoa","Total people, age","Total people, sex","2017",4280,
"545304 Mahia","Total people, age","Total people, sex","2017",770,
"545303 Nuhaka","Total people, age","Total people, sex","2017",250,
"545302 Whakaki","Total people, age","Total people, sex","2017",750,
"545301 Raupunga","Total people, age","Total people, sex","2017",650,
"545206 Inland Water-Lake Waikaremoana","Total people, age","Total people, sex","2017",0,
"545205 Maungataniwha","Total people, age","Total people, sex","2017",330,
"545204 Ruakituri-Morere","Total people, age","Total people, sex","2017",720,
"545202 Frasertown","Total people, age","Total people, sex","2017",250,
"545201 Tuai","Total people, age","Total people, sex","2017",210,
"544900 Riverdale","Total people, age","Total people, sex","2017",2300,
"544802 Tamarau","Total people, age","Total people, sex","2017",2620,
"544801 Kaiti South","Total people, age","Total people, sex","2017",3040,
"544702 Outer Kaiti","Total people, age","Total people, sex","2017",2560,
"544701 Kaiti North","Total people, age","Total people, sex","2017",2160,
"544600 Gisborne Central","Total people, age","Total people, sex","2017",3490,
"544500 Whataupoko","Total people, age","Total people, sex","2017",4080,
"544400 Gisborne Airport","Total people, age","Total people, sex","2017",2980,
"544300 Te Hapara","Total people, age","Total people, sex","2017",4810,
"544200 Mangapapa","Total people, age","Total people, sex","2017",4760,
"544004 Tolaga Bay","Total people, age","Total people, sex","2017",850,
"544003 Manutuke","Total people, age","Total people, sex","2017",570,
"544002 Tiniroto","Total people, age","Total people, sex","2017",2130,
"544001 Wharekaka","Total people, age","Total people, sex","2017",1870,
"543903 Wainui","Total people, age","Total people, sex","2017",1940,
"543902 Matokitoki","Total people, age","Total people, sex","2017",570,
"543901 Makaraka","Total people, age","Total people, sex","2017",1320,
"543800 Patutahi","Total people, age","Total people, sex","2017",380,
"543602 Te Karaka","Total people, age","Total people, sex","2017",560,
"543601 Tarndale-Rakauroa","Total people, age","Total people, sex","2017",1570,
"543303 Tokomaru Bay","Total people, age","Total people, sex","2017",420,
"543302 Ruatoria","Total people, age","Total people, sex","2017",860,
"543301 East Cape","Total people, age","Total people, sex","2017",2680,
"542906 Waiotahi","Total people, age","Total people, sex","2017",2860,
"542905 Inlet-Ohiwa Harbour East","Total people, age","Total people, sex","2017",0,
"542904 Oponae","Total people, age","Total people, sex","2017",300,
"542903 Cape Runaway","Total people, age","Total people, sex","2017",1160,
"542901 Te Kaha","Total people, age","Total people, sex","2017",420,
"542800 Opotiki","Total people, age","Total people, sex","2017",4270,
"542600 Kawerau","Total people, age","Total people, sex","2017",6940,
"542700 Murupara","Total people, age","Total people, sex","2017",1770,
"542562 Urewera","Total people, age","Total people, sex","2017",2200,
"542561 Waimana","Total people, age","Total people, sex","2017",600,
"542550 Matahina-Minginui","Total people, age","Total people, sex","2017",1470,
"542540 Rotoma","Total people, age","Total people, sex","2017",1910,
"542530 Otakiri","Total people, age","Total people, sex","2017",3970,
"542520 Poroporo","Total people, age","Total people, sex","2017",630,
"542514 Maraetotara","Total people, age","Total people, sex","2017",110,
"542513 Inlet-Ohiwa Harbour West","Total people, age","Total people, sex","2017",0,
"542511 Orini","Total people, age","Total people, sex","2017",570,
"542440 Allandale-Mokorua","Total people, age","Total people, sex","2017",4110,
"542430 Trident","Total people, age","Total people, sex","2017",3360,
"542422 Whakatane West","Total people, age","Total people, sex","2017",3410,
"542421 Coastlands","Total people, age","Total people, sex","2017",1050,
"542410 Whakatane North","Total people, age","Total people, sex","2017",3320,
"542300 Te Teko","Total people, age","Total people, sex","2017",550,
"542200 Edgecumbe","Total people, age","Total people, sex","2017",1790,
"542100 Taneatua","Total people, age","Total people, sex","2017",890,
"542000 Matata","Total people, age","Total people, sex","2017",690,
"541900 Ohope","Total people, age","Total people, sex","2017",3160,
"540700 Whaka","Total people, age","Total people, sex","2017",250,
"540600 Fenton","Total people, age","Total people, sex","2017",1500,
"540520 Glenholme West","Total people, age","Total people, sex","2017",2380,
"540510 Glenholme East","Total people, age","Total people, sex","2017",2230,
"540420 Victoria","Total people, age","Total people, sex","2017",2010,
"540410 Kuirau","Total people, age","Total people, sex","2017",1360,
"540300 Ohinemutu","Total people, age","Total people, sex","2017",310,
"540200 Koutu","Total people, age","Total people, sex","2017",2080,
"540100 Kawaha Point","Total people, age","Total people, sex","2017",1950,
"540000 Springfield","Total people, age","Total people, sex","2017",4320,
"539900 Hillcrest","Total people, age","Total people, sex","2017",1710,
"539800 Pomare","Total people, age","Total people, sex","2017",1770,
"539700 Utuhina","Total people, age","Total people, sex","2017",1500,
"539600 Fordlands","Total people, age","Total people, sex","2017",1940,
"539500 Sunnybrook","Total people, age","Total people, sex","2017",2050,
"539400 Mangakakahi","Total people, age","Total people, sex","2017",2690,
"539320 Pukehangi South","Total people, age","Total people, sex","2017",3020,
"539310 Pukehangi North","Total people, age","Total people, sex","2017",2340,
"539200 Fairy Springs","Total people, age","Total people, sex","2017",2220,
"539100 Western Heights","Total people, age","Total people, sex","2017",4020,
"539000 Selwyn Heights","Total people, age","Total people, sex","2017",1220,
"538864 Mamaku","Total people, age","Total people, sex","2017",770,
"538863 Waiwhero","Total people, age","Total people, sex","2017",730,
"538861 Arahiwi","Total people, age","Total people, sex","2017",180,
"538850 Ngakuru","Total people, age","Total people, sex","2017",1780,
"538842 Reporoa","Total people, age","Total people, sex","2017",460,
"538841 Golden Springs","Total people, age","Total people, sex","2017",1450,
"538832 Tarawera","Total people, age","Total people, sex","2017",1490,
"538831 Kaingaroa Forest","Total people, age","Total people, sex","2017",450,
"538820 Tikitere","Total people, age","Total people, sex","2017",2860,
"538812 Inland Water-Lake Rotorua","Total people, age","Total people, sex","2017",0,
"538811 Hamurana","Total people, age","Total people, sex","2017",2670,
"538742 Owhata East","Total people, age","Total people, sex","2017",2240,
"538741 Owhata West","Total people, age","Total people, sex","2017",3870,
"538732 Lynmore","Total people, age","Total people, sex","2017",3650,
"538731 Owhata South","Total people, age","Total people, sex","2017",670,
"538722 Ngapuna","Total people, age","Total people, sex","2017",510,
"538721 Poets Corner","Total people, age","Total people, sex","2017",300,
"538602 Ngongotaha South","Total people, age","Total people, sex","2017",1350,
"538601 Ngongotaha North","Total people, age","Total people, sex","2017",3360,
"538303 Welcome Bay East","Total people, age","Total people, sex","2017",4460,
"538302 Welcome Bay West","Total people, age","Total people, sex","2017",4030,
"538301 Kaitemako","Total people, age","Total people, sex","2017",1580,
"538202 Sulphur Point","Total people, age","Total people, sex","2017",30,
"538201 Tauranga Central","Total people, age","Total people, sex","2017",2250,
"538102 Tauranga South","Total people, age","Total people, sex","2017",4620,
"574001 Newlands South","Total people, age","Total people, sex","2017",4030,
"573903 Newlands North","Total people, age","Total people, sex","2017",2850,
"573902 Woodridge","Total people, age","Total people, sex","2017",1530,
"573901 Paparangi","Total people, age","Total people, sex","2017",1870,
"573802 Johnsonville East","Total people, age","Total people, sex","2017",1190,
"573801 Paparangi West","Total people, age","Total people, sex","2017",1190,
"573700 Johnsonville Central","Total people, age","Total people, sex","2017",4080,
"555200 Otamatea","Total people, age","Total people, sex","2017",1270,
"573600 Johnsonville North","Total people, age","Total people, sex","2017",2050,
"573526 Horokiwi","Total people, age","Total people, sex","2017",200,
"573525 Takapu","Total people, age","Total people, sex","2017",340,
"573524 Newlands East","Total people, age","Total people, sex","2017",800,
"573523 Grenada Village","Total people, age","Total people, sex","2017",1440,
"573522 Grenada North","Total people, age","Total people, sex","2017",370,
"573514 Churton Park South","Total people, age","Total people, sex","2017",3550,
"573513 Churton Park North","Total people, age","Total people, sex","2017",3270,
"573511 Glenside North","Total people, age","Total people, sex","2017",390,
"573400 Mt Victoria West","Total people, age","Total people, sex","2017",6440,
"573300 Mt Cook-Wallace Street","Total people, age","Total people, sex","2017",6370,
"573200 Aro Street-Nairn Street","Total people, age","Total people, sex","2017",4810,
"573102 Wellington City-Marinas","Total people, age","Total people, sex","2017",40,
"573101 Willis Street-Cambridge Terrace","Total people, age","Total people, sex","2017",9560,
"573000 Lambton","Total people, age","Total people, sex","2017",6750,
"572900 Thorndon-Tinakori Road","Total people, age","Total people, sex","2017",4930,
"572702 Greenacres","Total people, age","Total people, sex","2017",1770,
"572701 Linden","Total people, age","Total people, sex","2017",4290,
"572600 Tawa Central","Total people, age","Total people, sex","2017",4730,
"572500 Tawa South","Total people, age","Total people, sex","2017",3720,
"622102 Seaview Marina","Total people, age","Total people, sex","2017",40,
"570300 Eastbourne","Total people, age","Total people, sex","2017",5010,
"570100 Wilford","Total people, age","Total people, sex","2017",4020,
"570000 Esplanade","Total people, age","Total people, sex","2017",2560,
"569900 Petone Central","Total people, age","Total people, sex","2017",960,
"569800 Korokoro","Total people, age","Total people, sex","2017",1450,
"569600 Haywards-Manor Park","Total people, age","Total people, sex","2017",390,
"569500 Kelson","Total people, age","Total people, sex","2017",2910,
"569402 Belmont","Total people, age","Total people, sex","2017",2870,
"569401 Tirohanga","Total people, age","Total people, sex","2017",1280,
"569302 Maungaraki","Total people, age","Total people, sex","2017",4020,
"569301 Normandale","Total people, age","Total people, sex","2017",2200,
"569202 Alicetown","Total people, age","Total people, sex","2017",2110,
"569201 Melling","Total people, age","Total people, sex","2017",710,
"569100 Hutt Central","Total people, age","Total people, sex","2017",4060,
"569002 Woburn South","Total people, age","Total people, sex","2017",430,
"569001 Woburn North","Total people, age","Total people, sex","2017",1360,
"568900 Moera","Total people, age","Total people, sex","2017",1650,
"568800 Gracefield","Total people, age","Total people, sex","2017",90,
"568702 Waiwhetu South","Total people, age","Total people, sex","2017",2750,
"568701 Waiwhetu North","Total people, age","Total people, sex","2017",1500,
"568602 Waterloo East","Total people, age","Total people, sex","2017",4420,
"568601 Waterloo West","Total people, age","Total people, sex","2017",940,
"568502 Epuni East","Total people, age","Total people, sex","2017",3020,
"568501 Epuni West","Total people, age","Total people, sex","2017",3150,
"568402 Boulcott","Total people, age","Total people, sex","2017",2590,
"568401 Avalon West","Total people, age","Total people, sex","2017",2510,
"568303 Naenae South","Total people, age","Total people, sex","2017",3650,
"568302 Naenae North","Total people, age","Total people, sex","2017",4950,
"568301 Avalon East","Total people, age","Total people, sex","2017",2490,
"568202 Taita South","Total people, age","Total people, sex","2017",3140,
"568201 Taita North","Total people, age","Total people, sex","2017",2830,
"568104 Manuka","Total people, age","Total people, sex","2017",1790,
"568103 Delaney","Total people, age","Total people, sex","2017",2630,
"568102 Holborn","Total people, age","Total people, sex","2017",2200,
"568101 Tawhai","Total people, age","Total people, sex","2017",3540,
"565400 Pencarrow","Total people, age","Total people, sex","2017",580,
"565300 Homedale East","Total people, age","Total people, sex","2017",3140,
"565200 Homedale West","Total people, age","Total people, sex","2017",2620,
"565100 Arakura","Total people, age","Total people, sex","2017",2650,
"565000 Fernlea","Total people, age","Total people, sex","2017",2060,
"564900 Parkway","Total people, age","Total people, sex","2017",3340,
"564800 Glendale","Total people, age","Total people, sex","2017",4080,
"567902 Mangaroa","Total people, age","Total people, sex","2017",1810,
"567901 Cloustonville","Total people, age","Total people, sex","2017",420,
"567800 Heretaunga-Silverstream","Total people, age","Total people, sex","2017",3900,
"567700 Trentham North","Total people, age","Total people, sex","2017",3020,
"567600 Brentwood","Total people, age","Total people, sex","2017",2280,
"567500 Poets Block","Total people, age","Total people, sex","2017",2440,
"567400 Elderslea","Total people, age","Total people, sex","2017",3390,
"567300 Wallaceville","Total people, age","Total people, sex","2017",2270,
"567200 Maidstone","Total people, age","Total people, sex","2017",140,
"567100 Upper Hutt Central","Total people, age","Total people, sex","2017",340,
"567000 Ebdentown","Total people, age","Total people, sex","2017",2320,
"566900 Totara Park","Total people, age","Total people, sex","2017",3090,
"566800 Clouston Park","Total people, age","Total people, sex","2017",2680,
"566700 Maoribank","Total people, age","Total people, sex","2017",3200,
"566620 Emerald Hill","Total people, age","Total people, sex","2017",2950,
"566610 Akatarawa","Total people, age","Total people, sex","2017",650,
"566500 Te Marua","Total people, age","Total people, sex","2017",1200,
"564602 Riverstone Terraces","Total people, age","Total people, sex","2017",1580,
"564601 Moonshine Valley","Total people, age","Total people, sex","2017",200,
"564530 Pinehaven","Total people, age","Total people, sex","2017",2960,
"564520 Trentham South","Total people, age","Total people, sex","2017",1150,
"564510 Heretaunga","Total people, age","Total people, sex","2017",1250,
"622201 Inlet-Porirua Harbour","Total people, age","Total people, sex","2017",20,
"572300 Mana Island","Total people, age","Total people, sex","2017",10,
"572200 Discovery","Total people, age","Total people, sex","2017",2900,
"572100 Paremata-Postgate","Total people, age","Total people, sex","2017",2740,
"572000 Mana-Camborne","Total people, age","Total people, sex","2017",2720,
"571900 Plimmerton","Total people, age","Total people, sex","2017",2250,
"571800 Pukerua Bay","Total people, age","Total people, sex","2017",1960,
"571600 Ascot Park","Total people, age","Total people, sex","2017",2940,
"571502 Papakowhai South","Total people, age","Total people, sex","2017",2650,
"571501 Papakowhai North","Total people, age","Total people, sex","2017",2390,
"571400 Waitangirua","Total people, age","Total people, sex","2017",4400,
"571300 Cannons Creek East","Total people, age","Total people, sex","2017",3950,
"571200 Cannons Creek South","Total people, age","Total people, sex","2017",1700,
"571100 Cannons Creek North","Total people, age","Total people, sex","2017",3530,
"571000 Ranui Heights","Total people, age","Total people, sex","2017",1400,
"570900 Porirua East","Total people, age","Total people, sex","2017",2190,
"570800 Porirua Central","Total people, age","Total people, sex","2017",380,
"570700 Elsdon-Takapuwahia","Total people, age","Total people, sex","2017",2440,
"570600 Titahi Bay South","Total people, age","Total people, sex","2017",3750,
"570500 Onepoto","Total people, age","Total people, sex","2017",1920,
"570400 Titahi Bay North","Total people, age","Total people, sex","2017",2650,
"565700 Paekakariki Hill","Total people, age","Total people, sex","2017",150,
"565604 Adventure","Total people, age","Total people, sex","2017",1490,
"565603 Resolution","Total people, age","Total people, sex","2017",300,
"565602 Endeavour","Total people, age","Total people, sex","2017",4130,
"565601 Pauatahanui","Total people, age","Total people, sex","2017",1120,
"566302 Maungakotukutuku","Total people, age","Total people, sex","2017",1050,
"566301 Kapiti Island","Total people, age","Total people, sex","2017",10,
"566200 Paekakariki","Total people, age","Total people, sex","2017",1820,
"566102 Raumati South","Total people, age","Total people, sex","2017",3920,
"566101 Raumati Beach","Total people, age","Total people, sex","2017",5210,
"566000 Paraparaumu Central","Total people, age","Total people, sex","2017",9150,
"565903 Paraparaumu Beach South","Total people, age","Total people, sex","2017",5160,
"565902 Otaihanga","Total people, age","Total people, sex","2017",1350,
"565901 Paraparaumu Beach North","Total people, age","Total people, sex","2017",3810,
"564400 Otaki","Total people, age","Total people, sex","2017",6300,
"564023 Te Horo","Total people, age","Total people, sex","2017",850,
"564022 Otaki Forks","Total people, age","Total people, sex","2017",1590,
"563920 Kaitawa","Total people, age","Total people, sex","2017",570,
"563706 Waikanae West","Total people, age","Total people, sex","2017",3910,
"563705 Waikanae Park","Total people, age","Total people, sex","2017",1980,
"563704 Peka Peka","Total people, age","Total people, sex","2017",400,
"563703 Waikanae East","Total people, age","Total people, sex","2017",2310,
"563701 Waikanae Beach","Total people, age","Total people, sex","2017",3320,
"564240 Levin East","Total people, age","Total people, sex","2017",4630,
"564232 Levin South","Total people, age","Total people, sex","2017",1950,
"564231 Playford Park","Total people, age","Total people, sex","2017",3570,
"564220 Levin West","Total people, age","Total people, sex","2017",2910,
"564210 Levin North","Total people, age","Total people, sex","2017",3750,
"564021 Mangaore-Manakau","Total people, age","Total people, sex","2017",3450,
"564013 Kohitere","Total people, age","Total people, sex","2017",930,
"564012 Waiopehu","Total people, age","Total people, sex","2017",1710,
"564011 Lake Horowhenua","Total people, age","Total people, sex","2017",810,
"563802 Opiki","Total people, age","Total people, sex","2017",570,
"563801 Tokomaru","Total people, age","Total people, sex","2017",590,
"563600 Waitarere","Total people, age","Total people, sex","2017",640,
"563500 Shannon","Total people, age","Total people, sex","2017",1360,
"561700 Foxton","Total people, age","Total people, sex","2017",2840,
"561500 Moutoa","Total people, age","Total people, sex","2017",970,
"561300 Foxton Beach","Total people, age","Total people, sex","2017",1800,
"578200 Nireaha-Tiraumea","Total people, age","Total people, sex","2017",1060,
"578100 Eketahuna","Total people, age","Total people, sex","2017",460,
"578000 Pahiatua","Total people, age","Total people, sex","2017",2530,
"577900 Mangatainoka","Total people, age","Total people, sex","2017",1660,
"550500 Woodville","Total people, age","Total people, sex","2017",1500,
"550200 Papatawa","Total people, age","Total people, sex","2017",1100,
"550102 Dannevirke East","Total people, age","Total people, sex","2017",3080,
"550101 Dannevirke West","Total people, age","Total people, sex","2017",2250,
"549902 Mara","Total people, age","Total people, sex","2017",10,
"549901 Owahanga","Total people, age","Total people, sex","2017",520,
"549800 Norsewood-Herbertville","Total people, age","Total people, sex","2017",3660,
"563300 Aokautere","Total people, age","Total people, sex","2017",3530,
"563200 Hokowhitu East","Total people, age","Total people, sex","2017",5390,
"563102 Hokowhitu Lagoon","Total people, age","Total people, sex","2017",1640,
"563101 Hokowhitu West","Total people, age","Total people, sex","2017",4610,
"563000 West End","Total people, age","Total people, sex","2017",5260,
"562922 Awapuni South","Total people, age","Total people, sex","2017",3550,
"562921 Awapuni West","Total people, age","Total people, sex","2017",1540,
"562910 Awapuni North","Total people, age","Total people, sex","2017",3540,
"562800 Palmerston North Central","Total people, age","Total people, sex","2017",3280,
"562720 Westbrook","Total people, age","Total people, sex","2017",4270,
"562710 Highbury","Total people, age","Total people, sex","2017",3420,
"562600 Terrace End","Total people, age","Total people, sex","2017",3160,
"562500 Roslyn","Total people, age","Total people, sex","2017",6040,
"562402 Papaeoia","Total people, age","Total people, sex","2017",2930,
"562401 Palmerston North Hospital","Total people, age","Total people, sex","2017",2790,
"562320 Cloverlea","Total people, age","Total people, sex","2017",2110,
"562310 Takaro","Total people, age","Total people, sex","2017",5550,
"562200 Kelvin Grove","Total people, age","Total people, sex","2017",7430,
"562100 Milson","Total people, age","Total people, sex","2017",5810,
"561902 Turitea","Total people, age","Total people, sex","2017",2000,
"561820 Linton Military Camp","Total people, age","Total people, sex","2017",1880,
"561813 Massey University","Total people, age","Total people, sex","2017",890,
"561812 Longburn","Total people, age","Total people, sex","2017",690,
"561811 Kairanga","Total people, age","Total people, sex","2017",920,
"560302 Whakarongo","Total people, age","Total people, sex","2017",1100,
"560301 Stoney Creek","Total people, age","Total people, sex","2017",870,
"560200 Ashhurst","Total people, age","Total people, sex","2017",3100,
"561901 Kauwhata","Total people, age","Total people, sex","2017",2100,
"561422 Oroua Downs-Waitohi","Total people, age","Total people, sex","2017",3500,
"561421 Ohakea","Total people, age","Total people, sex","2017",330,
"561410 Rakiraki","Total people, age","Total people, sex","2017",350,
"561200 Himatangi Beach","Total people, age","Total people, sex","2017",450,
"561100 Tangimoana","Total people, age","Total people, sex","2017",230,
"561000 Rongotea","Total people, age","Total people, sex","2017",640,
"560900 Sanson","Total people, age","Total people, sex","2017",580,
"560740 Feilding East","Total people, age","Total people, sex","2017",3150,
"560730 Feilding Central","Total people, age","Total people, sex","2017",2980,
"560720 Feilding West","Total people, age","Total people, sex","2017",4090,
"560710 Feilding North","Total people, age","Total people, sex","2017",4500,
"560422 Tokorangi-Hiwinui","Total people, age","Total people, sex","2017",2670,
"560421 Halcombe","Total people, age","Total people, sex","2017",600,
"560412 Maewa","Total people, age","Total people, sex","2017",1210,
"560411 Oroua Bridge","Total people, age","Total people, sex","2017",250,
"560000 Pohangina","Total people, age","Total people, sex","2017",1150,
"559700 Kiwitea","Total people, age","Total people, sex","2017",1480,
"559500 Marton","Total people, age","Total people, sex","2017",4930,
"559400 Taihape","Total people, age","Total people, sex","2017",1700,
"559240 Koitiata","Total people, age","Total people, sex","2017",110,
"559230 Lake Alice","Total people, age","Total people, sex","2017",2820,
"559220 Pohonui-Porewa","Total people, age","Total people, sex","2017",2120,
"559210 Moawhango","Total people, age","Total people, sex","2017",680,
"559000 Ngamatea","Total people, age","Total people, sex","2017",30,
"558900 Bulls","Total people, age","Total people, sex","2017",1710,
"558800 Ratana Community","Total people, age","Total people, sex","2017",350,
"558700 Hunterville","Total people, age","Total people, sex","2017",420,
"558600 Mangaweka","Total people, age","Total people, sex","2017",160,
"558300 Fordell-Kakatahi","Total people, age","Total people, sex","2017",2510,
"558200 Marybank-Gordon Park","Total people, age","Total people, sex","2017",540,
"558100 Putiki","Total people, age","Total people, sex","2017",350,
"557900 Durie Hill","Total people, age","Total people, sex","2017",1550,
"557800 Bastia Hill","Total people, age","Total people, sex","2017",670,
"557700 Kowhai Park","Total people, age","Total people, sex","2017",2170,
"557600 Wembley Park","Total people, age","Total people, sex","2017",1660,
"557500 Williams Domain","Total people, age","Total people, sex","2017",2180,
"557400 Upper Aramoho","Total people, age","Total people, sex","2017",2110,
"557300 Lower Aramoho","Total people, age","Total people, sex","2017",1850,
"557200 St Johns Hill","Total people, age","Total people, sex","2017",2200,
"557100 Cooks Gardens","Total people, age","Total people, sex","2017",310,
"557000 Spriggens Park","Total people, age","Total people, sex","2017",310,
"556900 Wanganui Central","Total people, age","Total people, sex","2017",1280,
"556800 Laird Park","Total people, age","Total people, sex","2017",2290,
"556700 Wanganui Collegiate","Total people, age","Total people, sex","2017",1210,
"556600 Springvale East","Total people, age","Total people, sex","2017",1990,
"556500 Springvale West","Total people, age","Total people, sex","2017",1430,
"556400 Gonville West","Total people, age","Total people, sex","2017",1630,
"556300 Gonville East","Total people, age","Total people, sex","2017",1380,
"556200 Gonville South","Total people, age","Total people, sex","2017",3150,
"556100 Tawhero","Total people, age","Total people, sex","2017",1950,
"556000 Balgownie","Total people, age","Total people, sex","2017",240,
"555900 Mosston","Total people, age","Total people, sex","2017",1120,
"555800 Castlecliff South","Total people, age","Total people, sex","2017",1390,
"555700 Castlecliff North","Total people, age","Total people, sex","2017",2180,
"555400 Maxwell","Total people, age","Total people, sex","2017",1710,
"555300 Blueskin","Total people, age","Total people, sex","2017",1860,
"586308 Rangiora Central","Total people, age","Total people, sex","2017",2070,
"586307 Rangiora West","Total people, age","Total people, sex","2017",3190,
"574002 Ngauranga East","Total people, age","Total people, sex","2017",50,
"586306 Rangiora North","Total people, age","Total people, sex","2017",3660,
"586305 Kingsbury","Total people, age","Total people, sex","2017",2700,
"586304 Southbrook","Total people, age","Total people, sex","2017",870,
"586303 Rangiora East","Total people, age","Total people, sex","2017",2790,
"586130 Woodend West","Total people, age","Total people, sex","2017",80,
"586129 Tuahiwi","Total people, age","Total people, sex","2017",1220,
"586128 Ravenswood","Total people, age","Total people, sex","2017",10,
"586127 Coldstream","Total people, age","Total people, sex","2017",640,
"586126 Woodend Beach","Total people, age","Total people, sex","2017",610,
"586124 Pegasus","Total people, age","Total people, sex","2017",1900,
"586122 Lehmans","Total people, age","Total people, sex","2017",2780,
"586121 Fernside","Total people, age","Total people, sex","2017",2050,
"586120 Woodend","Total people, age","Total people, sex","2017",2990,
"586115 Mairaki","Total people, age","Total people, sex","2017",570,
"586114 Cust","Total people, age","Total people, sex","2017",470,
"586112 Waikuku","Total people, age","Total people, sex","2017",1020,
"586002 Pines-Kairaki Beach","Total people, age","Total people, sex","2017",520,
"586001 Camside","Total people, age","Total people, sex","2017",30,
"585808 Ashley","Total people, age","Total people, sex","2017",1230,
"585807 Loburn","Total people, age","Total people, sex","2017",2450,
"585806 Okuku","Total people, age","Total people, sex","2017",710,
"585805 Sefton","Total people, age","Total people, sex","2017",700,
"585803 Leithfield","Total people, age","Total people, sex","2017",3160,
"585802 Amberley","Total people, age","Total people, sex","2017",1790,
"585700 Hurunui","Total people, age","Total people, sex","2017",2810,
"585602 Cheviot","Total people, age","Total people, sex","2017",400,
"585601 Parnassus","Total people, age","Total people, sex","2017",1030,
"585506 Amuri","Total people, age","Total people, sex","2017",1920,
"585505 Waiau","Total people, age","Total people, sex","2017",270,
"585504 Culverden","Total people, age","Total people, sex","2017",450,
"585502 Hanmer Springs","Total people, age","Total people, sex","2017",970,
"580900 Lake Tennyson","Total people, age","Total people, sex","2017",0,
"585400 Hokitika Urban","Total people, age","Total people, sex","2017",3090,
"585325 Haast","Total people, age","Total people, sex","2017",250,
"585324 Bruce Bay-Paringa","Total people, age","Total people, sex","2017",40,
"585323 Karangarua","Total people, age","Total people, sex","2017",30,
"585322 Waiho","Total people, age","Total people, sex","2017",70,
"585321 Whataroa","Total people, age","Total people, sex","2017",330,
"585320 Waitaha","Total people, age","Total people, sex","2017",120,
"585319 Totara River","Total people, age","Total people, sex","2017",60,
"585318 Hokitika Valley","Total people, age","Total people, sex","2017",540,
"585317 Hokitika Rural","Total people, age","Total people, sex","2017",920,
"585316 Waimea-Arahura","Total people, age","Total people, sex","2017",690,
"585315 Otira","Total people, age","Total people, sex","2017",60,
"585314 Taramakau","Total people, age","Total people, sex","2017",260,
"585313 Fox Glacier","Total people, age","Total people, sex","2017",340,
"585312 Franz Josef","Total people, age","Total people, sex","2017",540,
"585311 Harihari","Total people, age","Total people, sex","2017",350,
"585309 Ross","Total people, age","Total people, sex","2017",290,
"585307 Kaniere","Total people, age","Total people, sex","2017",500,
"585306 Kumara","Total people, age","Total people, sex","2017",300,
"585140 Greymouth South","Total people, age","Total people, sex","2017",2800,
"585130 Greymouth Central","Total people, age","Total people, sex","2017",550,
"585120 Blaketown","Total people, age","Total people, sex","2017",920,
"585110 Cobden","Total people, age","Total people, sex","2017",1650,
"585000 Runanga-Rapahoe","Total people, age","Total people, sex","2017",1230,
"584940 Haupiri","Total people, age","Total people, sex","2017",640,
"584939 Lake Brunner","Total people, age","Total people, sex","2017",280,
"584938 Ahaura","Total people, age","Total people, sex","2017",320,
