Area,Age,Sex,Year at 30 June,Value,Flags
"582600 Maitai","Total people, age","Total people, sex","2016",660,
"582700 Kirks","Total people, age","Total people, sex","2016",920,
"582800 Bronte","Total people, age","Total people, sex","2016",1880,
"582900 Atmore","Total people, age","Total people, sex","2016",1340,
"583000 Tahunanui","Total people, age","Total people, sex","2016",2280,
"583100 Tahuna Hills","Total people, age","Total people, sex","2016",2440,
"568401 Avalon West","Total people, age","Total people, sex","2016",2520,
"568402 Boulcott","Total people, age","Total people, sex","2016",2580,
"568501 Epuni West","Total people, age","Total people, sex","2016",3120,
"568502 Epuni East","Total people, age","Total people, sex","2016",3020,
"568601 Waterloo West","Total people, age","Total people, sex","2016",940,
"568602 Waterloo East","Total people, age","Total people, sex","2016",4400,
"568701 Waiwhetu North","Total people, age","Total people, sex","2016",1490,
"568702 Waiwhetu South","Total people, age","Total people, sex","2016",2730,
"568800 Gracefield","Total people, age","Total people, sex","2016",90,
"568900 Moera","Total people, age","Total people, sex","2016",1630,
"569001 Woburn North","Total people, age","Total people, sex","2016",1350,
"569002 Woburn South","Total people, age","Total people, sex","2016",430,
"569100 Hutt Central","Total people, age","Total people, sex","2016",4070,
"569201 Melling","Total people, age","Total people, sex","2016",700,
"569202 Alicetown","Total people, age","Total people, sex","2016",2080,
"569301 Normandale","Total people, age","Total people, sex","2016",2180,
"569302 Maungaraki","Total people, age","Total people, sex","2016",3960,
"569401 Tirohanga","Total people, age","Total people, sex","2016",1260,
"569402 Belmont","Total people, age","Total people, sex","2016",2850,
"569500 Kelson","Total people, age","Total people, sex","2016",2880,
"569600 Haywards-Manor Park","Total people, age","Total people, sex","2016",400,
"569800 Korokoro","Total people, age","Total people, sex","2016",1420,
"569900 Petone Central","Total people, age","Total people, sex","2016",950,
"570000 Esplanade","Total people, age","Total people, sex","2016",2530,
"570100 Wilford","Total people, age","Total people, sex","2016",3490,
"570300 Eastbourne","Total people, age","Total people, sex","2016",4980,
"622102 Seaview Marina","Total people, age","Total people, sex","2016",40,
"572500 Tawa South","Total people, age","Total people, sex","2016",3720,
"572600 Tawa Central","Total people, age","Total people, sex","2016",4650,
"572701 Linden","Total people, age","Total people, sex","2016",4220,
"572702 Greenacres","Total people, age","Total people, sex","2016",1730,
"572900 Thorndon-Tinakori Road","Total people, age","Total people, sex","2016",4740,
"573000 Lambton","Total people, age","Total people, sex","2016",6360,
"573101 Willis Street-Cambridge Terrace","Total people, age","Total people, sex","2016",8900,
"573102 Wellington City-Marinas","Total people, age","Total people, sex","2016",40,
"573200 Aro Street-Nairn Street","Total people, age","Total people, sex","2016",4610,
"573300 Mt Cook-Wallace Street","Total people, age","Total people, sex","2016",5970,
"573400 Mt Victoria West","Total people, age","Total people, sex","2016",6270,
"573511 Glenside North","Total people, age","Total people, sex","2016",380,
"573513 Churton Park North","Total people, age","Total people, sex","2016",3210,
"573514 Churton Park South","Total people, age","Total people, sex","2016",3500,
"573522 Grenada North","Total people, age","Total people, sex","2016",360,
"573523 Grenada Village","Total people, age","Total people, sex","2016",1400,
"573524 Newlands East","Total people, age","Total people, sex","2016",790,
"573525 Takapu","Total people, age","Total people, sex","2016",340,
"573526 Horokiwi","Total people, age","Total people, sex","2016",190,
"573600 Johnsonville North","Total people, age","Total people, sex","2016",2030,
"555200 Otamatea","Total people, age","Total people, sex","2016",1260,
"573700 Johnsonville Central","Total people, age","Total people, sex","2016",3990,
"573801 Paparangi West","Total people, age","Total people, sex","2016",1190,
"573802 Johnsonville East","Total people, age","Total people, sex","2016",1160,
"573901 Paparangi","Total people, age","Total people, sex","2016",1850,
"573902 Woodridge","Total people, age","Total people, sex","2016",1490,
"573903 Newlands North","Total people, age","Total people, sex","2016",2790,
"574001 Newlands South","Total people, age","Total people, sex","2016",3930,
"586404 Mansfield","Total people, age","Total people, sex","2016",1980,
"586403 Kaiapoi South","Total people, age","Total people, sex","2016",2230,
"586405 Courtenay","Total people, age","Total people, sex","2016",470,
"586407 Kaiapoi East","Total people, age","Total people, sex","2016",890,
"586408 Kaiapoi North West","Total people, age","Total people, sex","2016",1470,
"586409 Kaiapoi North East","Total people, age","Total people, sex","2016",2350,
"586501 Clarkville","Total people, age","Total people, sex","2016",1260,
"586503 Kaiapoi West","Total people, age","Total people, sex","2016",1150,
"586504 Silverstream","Total people, age","Total people, sex","2016",250,
"586603 Mandeville","Total people, age","Total people, sex","2016",3240,
"586604 Ohoka","Total people, age","Total people, sex","2016",1270,
"586605 West Eyreton","Total people, age","Total people, sex","2016",1430,
"586606 Eyrewell","Total people, age","Total people, sex","2016",1480,
"586801 Ashley Gorge","Total people, age","Total people, sex","2016",1880,
"586802 Oxford","Total people, age","Total people, sex","2016",2140,
"587302 Halswell South","Total people, age","Total people, sex","2016",2470,
"587303 Oaklands West","Total people, age","Total people, sex","2016",2580,
"587304 Oaklands East","Total people, age","Total people, sex","2016",3580,
"587400 Hornby North","Total people, age","Total people, sex","2016",3550,
"587500 Hornby South","Total people, age","Total people, sex","2016",5480,
"587701 Sockburn","Total people, age","Total people, sex","2016",6940,
"587702 Wigram","Total people, age","Total people, sex","2016",5050,
"587811 Yaldhurst","Total people, age","Total people, sex","2016",1560,
"587812 Broomfield","Total people, age","Total people, sex","2016",2940,
"587821 Paparua","Total people, age","Total people, sex","2016",910,
"587822 Templeton","Total people, age","Total people, sex","2016",1970,
"587830 Islington","Total people, age","Total people, sex","2016",3240,
"587842 Halswell West","Total people, age","Total people, sex","2016",1340,
"587844 Westmorland","Total people, age","Total people, sex","2016",2000,
"587845 Aidanfield","Total people, age","Total people, sex","2016",3400,
"587846 Halswell Domain","Total people, age","Total people, sex","2016",1780,
"587847 Hendersons Basin","Total people, age","Total people, sex","2016",720,
"587902 Mcleans Island","Total people, age","Total people, sex","2016",260,
"587903 Kennedys Bush","Total people, age","Total people, sex","2016",730,
"588101 Redwood North","Total people, age","Total people, sex","2016",4440,
"588102 Redwood South","Total people, age","Total people, sex","2016",3070,
"588200 Styx Mill","Total people, age","Total people, sex","2016",3380,
"588300 Casebrook","Total people, age","Total people, sex","2016",2770,
"588401 Belfast South","Total people, age","Total people, sex","2016",3700,
"588402 Sawyers Arms","Total people, age","Total people, sex","2016",3440,
"588500 Bishopdale North","Total people, age","Total people, sex","2016",5070,
"588600 Harewood","Total people, age","Total people, sex","2016",3510,
"588700 Bishopdale","Total people, age","Total people, sex","2016",2630,
"588800 Russley","Total people, age","Total people, sex","2016",3450,
"588900 Burnside","Total people, age","Total people, sex","2016",2540,
"583201 Toi Toi","Total people, age","Total people, sex","2016",1860,
"583202 Broads","Total people, age","Total people, sex","2016",1620,
"583300 Grampians","Total people, age","Total people, sex","2016",2540,
"583400 The Brook","Total people, age","Total people, sex","2016",1530,
"583500 Nelson Airport","Total people, age","Total people, sex","2016",990,
"583600 Nayland","Total people, age","Total people, sex","2016",900,
"583700 Enner Glynn","Total people, age","Total people, sex","2016",3440,
"583800 Maitlands","Total people, age","Total people, sex","2016",2660,
"583900 Isel Park","Total people, age","Total people, sex","2016",3490,
"584000 Langbein","Total people, age","Total people, sex","2016",3450,
"623801 Inlet-Tasman Bay","Total people, age","Total people, sex","2016",0,
"580200 Havelock","Total people, age","Total people, sex","2016",530,
"580300 Renwick","Total people, age","Total people, sex","2016",2260,
"580410 Woodbourne","Total people, age","Total people, sex","2016",480,
"581834 Rabbit Island","Total people, age","Total people, sex","2016",0,
"580420 Omaka","Total people, age","Total people, sex","2016",920,
"580431 Spring Creek-Grovetown","Total people, age","Total people, sex","2016",1300,
"580432 Riverlands","Total people, age","Total people, sex","2016",480,
"580442 Waikawa","Total people, age","Total people, sex","2016",1410,
"580445 Marlborough Sounds Coastal Marine","Total people, age","Total people, sex","2016",40,
"580446 Marlborough Sounds Terrestrial","Total people, age","Total people, sex","2016",3310,
"580447 Wairau North","Total people, age","Total people, sex","2016",440,
"580448 Tuamarina","Total people, age","Total people, sex","2016",1170,
"580449 Rapaura","Total people, age","Total people, sex","2016",1240,
"580450 Wairau South","Total people, age","Total people, sex","2016",1600,
"580451 Weld Pass","Total people, age","Total people, sex","2016",220,
"580452 Fairhall","Total people, age","Total people, sex","2016",410,
"580600 Severn","Total people, age","Total people, sex","2016",0,
"580801 Ward","Total people, age","Total people, sex","2016",940,
"580802 Seddon","Total people, age","Total people, sex","2016",550,
"581100 Picton","Total people, age","Total people, sex","2016",2930,
"581210 Springlands","Total people, age","Total people, sex","2016",4330,
"581220 Mayfield","Total people, age","Total people, sex","2016",2890,
"581230 Blenheim Central","Total people, age","Total people, sex","2016",2810,
"581240 Whitney","Total people, age","Total people, sex","2016",4480,
"581250 Redwoodtown","Total people, age","Total people, sex","2016",5660,
"581260 Witherlea","Total people, age","Total people, sex","2016",5140,
"581400 Kaikoura Township","Total people, age","Total people, sex","2016",2080,
"581500 Kaikoura Rural","Total people, age","Total people, sex","2016",1650,
"584402 Karamea","Total people, age","Total people, sex","2016",350,
"584403 Hector-Ngakawau","Total people, age","Total people, sex","2016",220,
"584404 Granity","Total people, age","Total people, sex","2016",230,
"584405 Orowaiti","Total people, age","Total people, sex","2016",700,
"584407 Little Wanganui","Total people, age","Total people, sex","2016",210,
"584408 Mokihinui","Total people, age","Total people, sex","2016",150,
"584409 Buller Coalfields","Total people, age","Total people, sex","2016",510,
"584410 Westport Rural","Total people, age","Total people, sex","2016",1530,
"584411 Charleston","Total people, age","Total people, sex","2016",340,
"584412 Inangahua Junction","Total people, age","Total people, sex","2016",130,
"584500 Westport Urban","Total people, age","Total people, sex","2016",3970,
"584600 Reefton","Total people, age","Total people, sex","2016",990,
"584701 Inangahua Valley","Total people, age","Total people, sex","2016",330,
"584702 Mawheraiti","Total people, age","Total people, sex","2016",370,
"584703 Maruia","Total people, age","Total people, sex","2016",190,
"624100 Inlet-Buller River","Total people, age","Total people, sex","2016",0,
"584800 Karoro","Total people, age","Total people, sex","2016",960,
"584911 Kaiata","Total people, age","Total people, sex","2016",310,
"584912 South Beach-Camerons","Total people, age","Total people, sex","2016",1280,
"584922 Blackball","Total people, age","Total people, sex","2016",290,
"584923 Point Elizabeth","Total people, age","Total people, sex","2016",80,
"584930 Dobson","Total people, age","Total people, sex","2016",690,
"584931 Barrytown","Total people, age","Total people, sex","2016",240,
"584932 Coal Creek","Total people, age","Total people, sex","2016",60,
"584933 Atarau","Total people, age","Total people, sex","2016",190,
"584934 Greymouth Rural","Total people, age","Total people, sex","2016",80,
"584935 Marsden-Hohonu","Total people, age","Total people, sex","2016",400,
"584936 Arnold Valley","Total people, age","Total people, sex","2016",170,
"584937 Nelson Creek-Ngahere","Total people, age","Total people, sex","2016",370,
"584938 Ahaura","Total people, age","Total people, sex","2016",330,
"584939 Lake Brunner","Total people, age","Total people, sex","2016",280,
"584940 Haupiri","Total people, age","Total people, sex","2016",610,
"585000 Runanga-Rapahoe","Total people, age","Total people, sex","2016",1240,
"585110 Cobden","Total people, age","Total people, sex","2016",1650,
"585120 Blaketown","Total people, age","Total people, sex","2016",920,
"585130 Greymouth Central","Total people, age","Total people, sex","2016",570,
"585140 Greymouth South","Total people, age","Total people, sex","2016",2820,
"585306 Kumara","Total people, age","Total people, sex","2016",300,
"585307 Kaniere","Total people, age","Total people, sex","2016",510,
"585309 Ross","Total people, age","Total people, sex","2016",290,
"585311 Harihari","Total people, age","Total people, sex","2016",350,
"585312 Franz Josef","Total people, age","Total people, sex","2016",510,
"585313 Fox Glacier","Total people, age","Total people, sex","2016",330,
"585314 Taramakau","Total people, age","Total people, sex","2016",250,
"585315 Otira","Total people, age","Total people, sex","2016",60,
"585316 Waimea-Arahura","Total people, age","Total people, sex","2016",680,
"585317 Hokitika Rural","Total people, age","Total people, sex","2016",920,
"585318 Hokitika Valley","Total people, age","Total people, sex","2016",540,
"585319 Totara River","Total people, age","Total people, sex","2016",60,
"585320 Waitaha","Total people, age","Total people, sex","2016",120,
"585321 Whataroa","Total people, age","Total people, sex","2016",320,
"585322 Waiho","Total people, age","Total people, sex","2016",70,
"585323 Karangarua","Total people, age","Total people, sex","2016",30,
"585324 Bruce Bay-Paringa","Total people, age","Total people, sex","2016",40,
"585325 Haast","Total people, age","Total people, sex","2016",260,
"585400 Hokitika Urban","Total people, age","Total people, sex","2016",3090,
"580900 Lake Tennyson","Total people, age","Total people, sex","2016",0,
"585502 Hanmer Springs","Total people, age","Total people, sex","2016",940,
"585504 Culverden","Total people, age","Total people, sex","2016",450,
"585505 Waiau","Total people, age","Total people, sex","2016",280,
"585506 Amuri","Total people, age","Total people, sex","2016",1880,
"585601 Parnassus","Total people, age","Total people, sex","2016",1040,
"585602 Cheviot","Total people, age","Total people, sex","2016",400,
"585700 Hurunui","Total people, age","Total people, sex","2016",2800,
"585802 Amberley","Total people, age","Total people, sex","2016",1760,
"585803 Leithfield","Total people, age","Total people, sex","2016",3120,
"585805 Sefton","Total people, age","Total people, sex","2016",700,
"585806 Okuku","Total people, age","Total people, sex","2016",700,
"585807 Loburn","Total people, age","Total people, sex","2016",2430,
"585808 Ashley","Total people, age","Total people, sex","2016",1220,
"586001 Camside","Total people, age","Total people, sex","2016",30,
"586002 Pines-Kairaki Beach","Total people, age","Total people, sex","2016",520,
"586112 Waikuku","Total people, age","Total people, sex","2016",1020,
"586114 Cust","Total people, age","Total people, sex","2016",480,
"586115 Mairaki","Total people, age","Total people, sex","2016",570,
"586120 Woodend","Total people, age","Total people, sex","2016",2960,
"586121 Fernside","Total people, age","Total people, sex","2016",2040,
"586122 Lehmans","Total people, age","Total people, sex","2016",2260,
"586124 Pegasus","Total people, age","Total people, sex","2016",1760,
"586126 Woodend Beach","Total people, age","Total people, sex","2016",600,
"586127 Coldstream","Total people, age","Total people, sex","2016",640,
"586128 Ravenswood","Total people, age","Total people, sex","2016",10,
"586129 Tuahiwi","Total people, age","Total people, sex","2016",1220,
"586130 Woodend West","Total people, age","Total people, sex","2016",70,
"586303 Rangiora East","Total people, age","Total people, sex","2016",2740,
"586304 Southbrook","Total people, age","Total people, sex","2016",870,
"586305 Kingsbury","Total people, age","Total people, sex","2016",2680,
"586306 Rangiora North","Total people, age","Total people, sex","2016",3600,
"574002 Ngauranga East","Total people, age","Total people, sex","2016",40,
"586307 Rangiora West","Total people, age","Total people, sex","2016",3150,
"586308 Rangiora Central","Total people, age","Total people, sex","2016",2060,
"609014 Kingston South","Total people, age","Total people, sex","2016",270,
"609022 Kelvin Heights","Total people, age","Total people, sex","2016",1210,
"609023 Sunshine Bay","Total people, age","Total people, sex","2016",2830,
"609027 Inland Water-Lake Wakatipu","Total people, age","Total people, sex","2016",0,
"609028 Lake Hayes","Total people, age","Total people, sex","2016",310,
"609029 Matukituki","Total people, age","Total people, sex","2016",480,
"609030 Inland Water-Lake Wanaka","Total people, age","Total people, sex","2016",0,
"609031 Outer Wakatipu","Total people, age","Total people, sex","2016",760,
"609032 Wakatipu Basin","Total people, age","Total people, sex","2016",1250,
"609033 Frankton East","Total people, age","Total people, sex","2016",800,
"609034 Lake Hayes South","Total people, age","Total people, sex","2016",2310,
"609035 Jacks Point","Total people, age","Total people, sex","2016",540,
"609200 Arrowtown","Total people, age","Total people, sex","2016",2830,
"609302 Queenstown Hill","Total people, age","Total people, sex","2016",4440,
"609303 Arthurs Point","Total people, age","Total people, sex","2016",1020,
"609304 Queenstown Bay","Total people, age","Total people, sex","2016",2760,
"601302 Hyde","Total people, age","Total people, sex","2016",70,
"601400 Waikouaiti","Total people, age","Total people, sex","2016",1150,
"601500 Aramoana","Total people, age","Total people, sex","2016",280,
"601602 Waitati","Total people, age","Total people, sex","2016",540,
"601603 Evansdale","Total people, age","Total people, sex","2016",1530,
"601604 Karitane","Total people, age","Total people, sex","2016",380,
"601605 Warrington","Total people, age","Total people, sex","2016",460,
"601900 Fairfield","Total people, age","Total people, sex","2016",2550,
"602000 Brighton","Total people, age","Total people, sex","2016",1490,
"602100 Waldronville","Total people, age","Total people, sex","2016",560,
"602200 Outram","Total people, age","Total people, sex","2016",760,
"602300 Middlemarch","Total people, age","Total people, sex","2016",140,
"602411 Wyllies Crossing","Total people, age","Total people, sex","2016",330,
"602412 Wingatui","Total people, age","Total people, sex","2016",1810,
"602421 Kaikorai Hill","Total people, age","Total people, sex","2016",660,
"602422 Saddle Hill","Total people, age","Total people, sex","2016",1030,
"602500 Taieri","Total people, age","Total people, sex","2016",3040,
"602600 Strath Taieri","Total people, age","Total people, sex","2016",430,
"602800 Harbourside","Total people, age","Total people, sex","2016",30,
"602900 Fernhill","Total people, age","Total people, sex","2016",1950,
"603000 High St-Stuart St","Total people, age","Total people, sex","2016",2630,
"603100 Stuart St-Frederick St","Total people, age","Total people, sex","2016",3480,
"603210 Opoho","Total people, age","Total people, sex","2016",1240,
"603220 Forrester Park","Total people, age","Total people, sex","2016",840,
"603300 North East Valley","Total people, age","Total people, sex","2016",4990,
"603400 Pine Hill","Total people, age","Total people, sex","2016",2500,
"603500 Woodhaugh","Total people, age","Total people, sex","2016",880,
"603601 North Dunedin","Total people, age","Total people, sex","2016",3620,
"603602 Otago University","Total people, age","Total people, sex","2016",5310,
"603710 Maori Hill","Total people, age","Total people, sex","2016",1990,
"603720 Balmacewen","Total people, age","Total people, sex","2016",800,
"603810 Glenleith","Total people, age","Total people, sex","2016",680,
"603820 Helensburgh","Total people, age","Total people, sex","2016",1110,
"603910 Wakari","Total people, age","Total people, sex","2016",3320,
"603920 Halfway Bush","Total people, age","Total people, sex","2016",1940,
"603930 Brockville","Total people, age","Total people, sex","2016",3460,
"604010 Roslyn North","Total people, age","Total people, sex","2016",1860,
"604020 Roslyn South","Total people, age","Total people, sex","2016",2380,
"604110 Mornington","Total people, age","Total people, sex","2016",3420,
"604120 Belleknowes","Total people, age","Total people, sex","2016",1820,
"604130 Kenmure","Total people, age","Total people, sex","2016",1920,
"604210 Caversham","Total people, age","Total people, sex","2016",4970,
"604221 Corstorphine West","Total people, age","Total people, sex","2016",590,
"604222 Corstorphine East","Total people, age","Total people, sex","2016",880,
"604300 Caledonian","Total people, age","Total people, sex","2016",0,
"604410 South Dunedin","Total people, age","Total people, sex","2016",2530,
"604420 Forbury","Total people, age","Total people, sex","2016",980,
"604500 St Clair","Total people, age","Total people, sex","2016",4410,
"604611 Musselburgh","Total people, age","Total people, sex","2016",2790,
"604612 Andersons Bay","Total people, age","Total people, sex","2016",2610,
"604620 Vauxhall","Total people, age","Total people, sex","2016",4140,
"604710 St Leonards-Blanket Bay","Total people, age","Total people, sex","2016",810,
"604720 Ravensbourne","Total people, age","Total people, sex","2016",1290,
"604810 Inner Peninsula","Total people, age","Total people, sex","2016",1020,
"604821 Company Bay","Total people, age","Total people, sex","2016",370,
"604822 Macandrew Bay","Total people, age","Total people, sex","2016",1240,
"604830 Broad Bay-Portobello","Total people, age","Total people, sex","2016",1170,
"604901 Taiaroa-Cape Saunders","Total people, age","Total people, sex","2016",470,
"604902 Sandymount","Total people, age","Total people, sex","2016",170,
"605100 Sawyers Bay","Total people, age","Total people, sex","2016",1310,
"605200 Port Chalmers","Total people, age","Total people, sex","2016",1420,
"605400 St Kilda West","Total people, age","Total people, sex","2016",1930,
"605500 St Kilda Central","Total people, age","Total people, sex","2016",1770,
"605600 St Kilda East","Total people, age","Total people, sex","2016",2740,
"605800 Green Island","Total people, age","Total people, sex","2016",2790,
"605910 Abbotsford","Total people, age","Total people, sex","2016",1860,
"605920 Concord","Total people, age","Total people, sex","2016",2080,
"606100 Mosgiel East","Total people, age","Total people, sex","2016",4200,
"606210 Mosgiel South","Total people, age","Total people, sex","2016",2760,
"606220 East Taieri","Total people, age","Total people, sex","2016",1650,
"606300 Bush Road","Total people, age","Total people, sex","2016",2630,
"625800 Inlet-Otago Harbour","Total people, age","Total people, sex","2016",10,
"625901 Inlet-Dunedin City Bays","Total people, age","Total people, sex","2016",0,
"606500 Benhar","Total people, age","Total people, sex","2016",100,
"606600 Stirling","Total people, age","Total people, sex","2016",330,
"606700 Bruce","Total people, age","Total people, sex","2016",3240,
"606800 Milton","Total people, age","Total people, sex","2016",1940,
"606900 Kaitangata","Total people, age","Total people, sex","2016",780,
"607000 Clinton","Total people, age","Total people, sex","2016",290,
"607100 Kaka Point","Total people, age","Total people, sex","2016",240,
"607200 Owaka","Total people, age","Total people, sex","2016",290,
"607300 Clutha","Total people, age","Total people, sex","2016",3360,
"607400 Balclutha","Total people, age","Total people, sex","2016",4010,
"607502 Tuapeka","Total people, age","Total people, sex","2016",1670,
"607600 Tapanui","Total people, age","Total people, sex","2016",760,
"607700 Lawrence","Total people, age","Total people, sex","2016",430,
"609011 Milford","Total people, age","Total people, sex","2016",130,
"609400 Balfour Community","Total people, age","Total people, sex","2016",120,
"609500 Riversdale Community","Total people, age","Total people, sex","2016",390,
"609600 Lumsden Community","Total people, age","Total people, sex","2016",430,
"609700 Edendale Community","Total people, age","Total people, sex","2016",580,
"609800 Wyndham","Total people, age","Total people, sex","2016",540,
"609911 Makarewa North","Total people, age","Total people, sex","2016",350,
"610020 Waikaia","Total people, age","Total people, sex","2016",1780,
"610031 Kaweku","Total people, age","Total people, sex","2016",600,
"610040 Hokonui","Total people, age","Total people, sex","2016",3130,
"610051 Waianiwa","Total people, age","Total people, sex","2016",2030,
"610061 Dacre","Total people, age","Total people, sex","2016",1660,
"610072 Waituna","Total people, age","Total people, sex","2016",1790,
"610073 Woodlands","Total people, age","Total people, sex","2016",280,
"610080 Toetoes","Total people, age","Total people, sex","2016",1670,
"610090 Wallacetown","Total people, age","Total people, sex","2016",700,
"610500 Winton","Total people, age","Total people, sex","2016",2350,
"612200 Nightcaps","Total people, age","Total people, sex","2016",310,
"612300 Ohai","Total people, age","Total people, sex","2016",300,
"612400 Te Anau","Total people, age","Total people, sex","2016",2040,
"612500 Tuatapere","Total people, age","Total people, sex","2016",570,
"612600 Otautau","Total people, age","Total people, sex","2016",730,
"612712 Manapouri","Total people, age","Total people, sex","2016",240,
"612713 Mossburn","Total people, age","Total people, sex","2016",220,
"612714 Mararoa River","Total people, age","Total people, sex","2016",1630,
"612715 Inland Water-Lake Te Anau","Total people, age","Total people, sex","2016",0,
"612720 Wairio","Total people, age","Total people, sex","2016",1020,
"612730 Te Waewae","Total people, age","Total people, sex","2016",1320,
"612740 Fairfax","Total people, age","Total people, sex","2016",2010,
"612801 Riverton East","Total people, age","Total people, sex","2016",440,
"612802 Riverton West","Total people, age","Total people, sex","2016",1060,
"612901 Fiordland","Total people, age","Total people, sex","2016",10,
"612902 Inland Water-Lake Manapouri","Total people, age","Total people, sex","2016",0,
"612903 Inland Water-Lake Hauroko","Total people, age","Total people, sex","2016",0,
"613000 Stewart Island","Total people, age","Total people, sex","2016",410,
"626100 Inlet-Milford Sound","Total people, age","Total people, sex","2016",10,
"626700 Centre Island","Total people, age","Total people, sex","2016",0,
"627000 Inlet-Jacobs River Estuary","Total people, age","Total people, sex","2016",0,
"610010 Charlton","Total people, age","Total people, sex","2016",690,
"610032 Chatton","Total people, age","Total people, sex","2016",1720,
"610033 Kaiwera","Total people, age","Total people, sex","2016",870,
"610210 North Gore","Total people, age","Total people, sex","2016",1650,
"610220 East Gore","Total people, age","Total people, sex","2016",1510,
"610230 Central Gore","Total people, age","Total people, sex","2016",800,
"610240 West Gore","Total people, age","Total people, sex","2016",2820,
"610250 South Gore","Total people, age","Total people, sex","2016",840,
"610400 Mataura","Total people, age","Total people, sex","2016",1590,
"609912 Makarewa","Total people, age","Total people, sex","2016",1460,
"609913 Bay Road West","Total people, age","Total people, sex","2016",200,
"609914 Mill Road-Woodend","Total people, age","Total people, sex","2016",740,
"609921 Bushy Point","Total people, age","Total people, sex","2016",380,
"609922 Otatara","Total people, age","Total people, sex","2016",2690,
"610052 Oreti Beach","Total people, age","Total people, sex","2016",570,
"610062 Myross Bush","Total people, age","Total people, sex","2016",640,
"610074 Greenhills","Total people, age","Total people, sex","2016",870,
"610075 Tiwai Point","Total people, age","Total people, sex","2016",0,
"610601 Grasmere","Total people, age","Total people, sex","2016",3640,
"610602 Waikiwi","Total people, age","Total people, sex","2016",2380,
"610700 Rosedale","Total people, age","Total people, sex","2016",4160,
"610800 Gladstone-Avenal","Total people, age","Total people, sex","2016",3830,
"610900 Windsor","Total people, age","Total people, sex","2016",3200,
"611001 Waverley-Glengarry","Total people, age","Total people, sex","2016",2470,
"611002 Hawthorndale","Total people, age","Total people, sex","2016",2380,
"611100 Richmond","Total people, age","Total people, sex","2016",2950,
"611210 Otakaro Park","Total people, age","Total people, sex","2016",850,
"611220 Crinan","Total people, age","Total people, sex","2016",1930,
"611300 West Invercargill","Total people, age","Total people, sex","2016",130,
"611400 Georgetown","Total people, age","Total people, sex","2016",2450,
"611500 Newfield-Rockdale","Total people, age","Total people, sex","2016",3030,
"611601 Heidelberg","Total people, age","Total people, sex","2016",3440,
"611602 Strathern","Total people, age","Total people, sex","2016",2510,
"611700 Appleby-Kew","Total people, age","Total people, sex","2016",1980,
"611800 Kingswell-Clifton","Total people, age","Total people, sex","2016",3620,
"611900 Tisbury","Total people, age","Total people, sex","2016",290,
"612100 Bluff","Total people, age","Total people, sex","2016",1870,
"626500 Dog Island","Total people, age","Total people, sex","2016",0,
"626801 Inlet-Bluff Harbour","Total people, age","Total people, sex","2016",0,
"626802 Inlet-New River Estuary","Total people, age","Total people, sex","2016",0,
"614001 Oceanic-Kermadec Islands","Total people, age","Total people, sex","2016",0,
"614002 Kermadec Islands","Total people, age","Total people, sex","2016",0,
"614503 Three Kings Islands","Total people, age","Total people, sex","2016",0,
"614504 Oceanic-Northland Region","Total people, age","Total people, sex","2016",0,
"614602 Inlet-Doubtless Bay","Total people, age","Total people, sex","2016",0,
"617000 Inlet-Kaipara Harbour North","Total people, age","Total people, sex","2016",0,
"618400 Motiti Island","Total people, age","Total people, sex","2016",30,
"618500 Mayor Island","Total people, age","Total people, sex","2016",0,
"589000 Wairarapa","Total people, age","Total people, sex","2016",2040,
"589100 Jellie Park","Total people, age","Total people, sex","2016",3040,
"589200 Bryndwr","Total people, age","Total people, sex","2016",3180,
"589300 Holmwood","Total people, age","Total people, sex","2016",2230,
"589400 Fendalton","Total people, age","Total people, sex","2016",3150,
"589500 Deans Bush","Total people, age","Total people, sex","2016",1740,
"589601 Hawthornden","Total people, age","Total people, sex","2016",3420,
"589602 Merrin","Total people, age","Total people, sex","2016",1630,
"589700 Westburn","Total people, age","Total people, sex","2016",3240,
"589800 Avonhead West","Total people, age","Total people, sex","2016",3280,
"589900 Avonhead","Total people, age","Total people, sex","2016",3940,
"590000 Ilam","Total people, age","Total people, sex","2016",5640,
"590100 Upper Riccarton","Total people, age","Total people, sex","2016",3450,
"590200 Wharenui","Total people, age","Total people, sex","2016",2960,
"590300 Middleton","Total people, age","Total people, sex","2016",2000,
"590400 Belfast","Total people, age","Total people, sex","2016",4630,
"590501 Travis Wetland","Total people, age","Total people, sex","2016",5130,
"590504 Mairehau North","Total people, age","Total people, sex","2016",1860,
"590505 Westhaven","Total people, age","Total people, sex","2016",2580,
"590506 Highfield Park","Total people, age","Total people, sex","2016",910,
"590507 Prestons","Total people, age","Total people, sex","2016",910,
"590602 Parklands","Total people, age","Total people, sex","2016",5110,
"590603 Waimairi Beach","Total people, age","Total people, sex","2016",3560,
"590604 Styx","Total people, age","Total people, sex","2016",2270,
"590701 Mona Vale","Total people, age","Total people, sex","2016",2570,
"590702 Riccarton West","Total people, age","Total people, sex","2016",3480,
"590800 Riccarton","Total people, age","Total people, sex","2016",4940,
"590900 Riccarton South","Total people, age","Total people, sex","2016",590,
"591101 Cashmere West","Total people, age","Total people, sex","2016",3400,
"591102 Cashmere East","Total people, age","Total people, sex","2016",4070,
"591200 Rapaki Track","Total people, age","Total people, sex","2016",1480,
"591300 Heathcote Valley","Total people, age","Total people, sex","2016",2130,
