Area,Age,Sex,Year at 30 June,Value,Flags
"Hastings district","Total people, age","Total people, sex","2006",73200,
"Napier city","Total people, age","Total people, sex","2006",56800,
"Central Hawke's Bay district","Total people, age","Total people, sex","2006",13250,
"New Plymouth district","Total people, age","Total people, sex","2006",71100,
"Stratford district","Total people, age","Total people, sex","2006",9120,
"South Taranaki district","Total people, age","Total people, sex","2006",27200,
"Ruapehu district","Total people, age","Total people, sex","2006",14050,
"Whanganui district","Total people, age","Total people, sex","2006",43800,
"Rangitikei district","Total people, age","Total people, sex","2006",15150,
"Manawatu district","Total people, age","Total people, sex","2006",26800,
"Palmerston North city","Total people, age","Total people, sex","2006",80800,
"Tararua district","Total people, age","Total people, sex","2006",18050,
"Horowhenua district","Total people, age","Total people, sex","2006",30600,
"Kapiti Coast district","Total people, age","Total people, sex","2006",47500,
"Kapiti Coast district","Total people, age","Total people, sex","2007",48100,
"Horowhenua district","Total people, age","Total people, sex","2007",30600,
"Tararua district","Total people, age","Total people, sex","2007",17950,
"Palmerston North city","Total people, age","Total people, sex","2007",80800,
"Manawatu district","Total people, age","Total people, sex","2007",26900,
"Rangitikei district","Total people, age","Total people, sex","2007",15000,
"Whanganui district","Total people, age","Total people, sex","2007",43600,
"Ruapehu district","Total people, age","Total people, sex","2007",13700,
"South Taranaki district","Total people, age","Total people, sex","2007",26900,
"Stratford district","Total people, age","Total people, sex","2007",9090,
"New Plymouth district","Total people, age","Total people, sex","2007",71700,
"Central Hawke's Bay district","Total people, age","Total people, sex","2007",13250,
"Napier city","Total people, age","Total people, sex","2007",57200,
"Hastings district","Total people, age","Total people, sex","2007",73700,
"Wairoa district","Total people, age","Total people, sex","2007",8610,
"Gisborne district","Total people, age","Total people, sex","2007",45900,
"Opotiki district","Total people, age","Total people, sex","2007",9160,
"Kawerau district","Total people, age","Total people, sex","2007",7060,
"Whakatane district","Total people, age","Total people, sex","2007",34400,
"Rotorua district","Total people, age","Total people, sex","2007",67900,
"Tauranga city","Total people, age","Total people, sex","2007",109300,
"Western Bay of Plenty district","Total people, age","Total people, sex","2007",43600,
"Taupo district","Total people, age","Total people, sex","2007",33500,
"Waitomo district","Total people, age","Total people, sex","2007",9580,
"South Waikato district","Total people, age","Total people, sex","2007",23000,
"Otorohanga district","Total people, age","Total people, sex","2007",9280,
"Waipa district","Total people, age","Total people, sex","2007",44600,
"Hamilton city","Total people, age","Total people, sex","2007",136900,
"Matamata-Piako district","Total people, age","Total people, sex","2007",31300,
"Waikato district","Total people, age","Total people, sex","2007",60600,
"Hauraki district","Total people, age","Total people, sex","2007",18350,
"Thames-Coromandel district","Total people, age","Total people, sex","2007",26800,
"Total, New Zealand","65 years and over","Total people, sex","2007",525300,
"Franklin local board area","Total people, age","Total people, sex","2007",62000,
"Papakura local board area","Total people, age","Total people, sex","2007",43700,
"Manurewa local board area","Total people, age","Total people, sex","2007",82400,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2007",76800,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2007",72700,
"Howick local board area","Total people, age","Total people, sex","2007",122400,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2007",70700,
"Orakei local board area","Total people, age","Total people, sex","2007",78800,
"Puketapapa local board area","Total people, age","Total people, sex","2007",54300,
"Albert-Eden local board area","Total people, age","Total people, sex","2007",96700,
"Whau local board area","Total people, age","Total people, sex","2007",73600,
"Waitemata local board area","Total people, age","Total people, sex","2007",68900,
"Waiheke local board area","Total people, age","Total people, sex","2007",8170,
"Great Barrier local board area","Total people, age","Total people, sex","2007",910,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2007",47800,
"Henderson-Massey local board area","Total people, age","Total people, sex","2007",105000,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2007",56100,
"Kaipatiki local board area","Total people, age","Total people, sex","2007",83900,
"Upper Harbour local board area","Total people, age","Total people, sex","2007",47200,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2007",86400,
"Rodney local board area","Total people, age","Total people, sex","2007",51900,
"Auckland","Total people, age","Total people, sex","2007",1390400,
"Kaipara district","Total people, age","Total people, sex","2007",18800,
"Invercargill city","65 years and over","Total people, sex","2007",7500,
"Gore district","65 years and over","Total people, sex","2007",2100,
"Southland district","65 years and over","Total people, sex","2007",3500,
"Clutha district","65 years and over","Total people, sex","2007",2400,
"Dunedin city","65 years and over","Total people, sex","2007",16400,
"Queenstown-Lakes district","65 years and over","Total people, sex","2007",2200,
"Central Otago district","65 years and over","Total people, sex","2007",3100,
"Waitaki district","65 years and over","Total people, sex","2007",4200,
"Chatham Islands territory","65 years and over","Total people, sex","2007",60,
"Waimate district","65 years and over","Total people, sex","2007",1470,
"Mackenzie district","65 years and over","Total people, sex","2007",520,
"Timaru district","65 years and over","Total people, sex","2007",8100,
"Whangarei district","Total people, age","Total people, sex","2007",77800,
"Far North district","Total people, age","Total people, sex","2007",58100,
"Ashburton district","65 years and over","Total people, sex","2007",4700,
"Selwyn district","65 years and over","Total people, sex","2007",3400,
"Christchurch city","65 years and over","Total people, sex","2007",49500,
"Christchurch city","65 years and over","Total people, sex","2008",50100,
"Selwyn district","65 years and over","Total people, sex","2008",3500,
"Ashburton district","65 years and over","Total people, sex","2008",4700,
"Far North district","Total people, age","Total people, sex","2008",58500,
"Whangarei district","Total people, age","Total people, sex","2008",78800,
"Timaru district","65 years and over","Total people, sex","2008",8200,
"Mackenzie district","65 years and over","Total people, sex","2008",550,
"Waimate district","65 years and over","Total people, sex","2008",1480,
"Chatham Islands territory","65 years and over","Total people, sex","2008",70,
"Waitaki district","65 years and over","Total people, sex","2008",4300,
"Central Otago district","65 years and over","Total people, sex","2008",3150,
"Queenstown-Lakes district","65 years and over","Total people, sex","2008",2400,
"Dunedin city","65 years and over","Total people, sex","2008",16500,
"Clutha district","65 years and over","Total people, sex","2008",2450,
"Southland district","65 years and over","Total people, sex","2008",3500,
"Gore district","65 years and over","Total people, sex","2008",2150,
"Invercargill city","65 years and over","Total people, sex","2008",7600,
"Kaipara district","Total people, age","Total people, sex","2008",19000,
"Auckland","Total people, age","Total people, sex","2008",1405500,
"Rodney local board area","Total people, age","Total people, sex","2008",52900,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2008",87300,
"Upper Harbour local board area","Total people, age","Total people, sex","2008",48900,
"Kaipatiki local board area","Total people, age","Total people, sex","2008",84300,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2008",56200,
"Henderson-Massey local board area","Total people, age","Total people, sex","2008",106300,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2008",47900,
"Great Barrier local board area","Total people, age","Total people, sex","2008",880,
"Waiheke local board area","Total people, age","Total people, sex","2008",8240,
"Waitemata local board area","Total people, age","Total people, sex","2008",71200,
"Whau local board area","Total people, age","Total people, sex","2008",74000,
"Albert-Eden local board area","Total people, age","Total people, sex","2008",96900,
"Puketapapa local board area","Total people, age","Total people, sex","2008",54400,
"Orakei local board area","Total people, age","Total people, sex","2008",79300,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2008",71100,
"Howick local board area","Total people, age","Total people, sex","2008",124900,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2008",72900,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2008",77200,
"Manurewa local board area","Total people, age","Total people, sex","2008",83200,
"Papakura local board area","Total people, age","Total people, sex","2008",44300,
"Franklin local board area","Total people, age","Total people, sex","2008",63100,
"Total, New Zealand","65 years and over","Total people, sex","2008",535000,
"Thames-Coromandel district","Total people, age","Total people, sex","2008",26800,
"Hauraki district","Total people, age","Total people, sex","2008",18350,
"Waikato district","Total people, age","Total people, sex","2008",61800,
"Matamata-Piako district","Total people, age","Total people, sex","2008",31600,
"Hamilton city","Total people, age","Total people, sex","2008",138700,
"Waipa district","Total people, age","Total people, sex","2008",45300,
"Otorohanga district","Total people, age","Total people, sex","2008",9290,
"South Waikato district","Total people, age","Total people, sex","2008",23000,
"Waitomo district","Total people, age","Total people, sex","2008",9580,
"Taupo district","Total people, age","Total people, sex","2008",33500,
"Western Bay of Plenty district","Total people, age","Total people, sex","2008",44100,
"Tauranga city","Total people, age","Total people, sex","2008",111300,
"Rotorua district","Total people, age","Total people, sex","2008",68000,
"Whakatane district","Total people, age","Total people, sex","2008",34300,
"Kawerau district","Total people, age","Total people, sex","2008",7020,
"Opotiki district","Total people, age","Total people, sex","2008",9110,
"Gisborne district","Total people, age","Total people, sex","2008",46000,
"Wairoa district","Total people, age","Total people, sex","2008",8540,
"Hastings district","Total people, age","Total people, sex","2008",74100,
"Napier city","Total people, age","Total people, sex","2008",57400,
"Central Hawke's Bay district","Total people, age","Total people, sex","2008",13300,
"New Plymouth district","Total people, age","Total people, sex","2008",72400,
"Stratford district","Total people, age","Total people, sex","2008",9100,
"South Taranaki district","Total people, age","Total people, sex","2008",26900,
"Ruapehu district","Total people, age","Total people, sex","2008",13450,
"Whanganui district","Total people, age","Total people, sex","2008",43500,
"Rangitikei district","Total people, age","Total people, sex","2008",14900,
"Manawatu district","Total people, age","Total people, sex","2008",27200,
"Palmerston North city","Total people, age","Total people, sex","2008",80900,
"Tararua district","Total people, age","Total people, sex","2008",17750,
"Horowhenua district","Total people, age","Total people, sex","2008",30700,
"Kapiti Coast district","Total people, age","Total people, sex","2008",48600,
"Kapiti Coast district","Total people, age","Total people, sex","2009",49100,
"Horowhenua district","Total people, age","Total people, sex","2009",30800,
"Tararua district","Total people, age","Total people, sex","2009",17700,
"Palmerston North city","Total people, age","Total people, sex","2009",81500,
"Manawatu district","Total people, age","Total people, sex","2009",27400,
"Rangitikei district","Total people, age","Total people, sex","2009",14850,
"Whanganui district","Total people, age","Total people, sex","2009",43500,
"Ruapehu district","Total people, age","Total people, sex","2009",13350,
"South Taranaki district","Total people, age","Total people, sex","2009",27100,
"Stratford district","Total people, age","Total people, sex","2009",9130,
"New Plymouth district","Total people, age","Total people, sex","2009",73300,
"Central Hawke's Bay district","Total people, age","Total people, sex","2009",13350,
"Napier city","Total people, age","Total people, sex","2009",57900,
"Hastings district","Total people, age","Total people, sex","2009",74700,
"Wairoa district","Total people, age","Total people, sex","2009",8520,
"Gisborne district","Total people, age","Total people, sex","2009",46300,
"Opotiki district","Total people, age","Total people, sex","2009",9090,
"Kawerau district","Total people, age","Total people, sex","2009",6970,
"Whakatane district","Total people, age","Total people, sex","2009",34300,
"Rotorua district","Total people, age","Total people, sex","2009",68100,
"Tauranga city","Total people, age","Total people, sex","2009",113400,
"Western Bay of Plenty district","Total people, age","Total people, sex","2009",44600,
"Taupo district","Total people, age","Total people, sex","2009",33800,
"Waitomo district","Total people, age","Total people, sex","2009",9590,
"South Waikato district","Total people, age","Total people, sex","2009",23100,
"Otorohanga district","Total people, age","Total people, sex","2009",9350,
"Waipa district","Total people, age","Total people, sex","2009",46100,
"Hamilton city","Total people, age","Total people, sex","2009",140900,
"Matamata-Piako district","Total people, age","Total people, sex","2009",31900,
"Waikato district","Total people, age","Total people, sex","2009",63000,
"Hauraki district","Total people, age","Total people, sex","2009",18400,
"Thames-Coromandel district","Total people, age","Total people, sex","2009",26900,
"Total, New Zealand","65 years and over","Total people, sex","2009",548300,
"Franklin local board area","Total people, age","Total people, sex","2009",64200,
"Papakura local board area","Total people, age","Total people, sex","2009",44800,
"Manurewa local board area","Total people, age","Total people, sex","2009",83900,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2009",77900,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2009",73200,
"Howick local board area","Total people, age","Total people, sex","2009",126900,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2009",71600,
"Orakei local board area","Total people, age","Total people, sex","2009",80000,
"Puketapapa local board area","Total people, age","Total people, sex","2009",54800,
"Albert-Eden local board area","Total people, age","Total people, sex","2009",97600,
"Whau local board area","Total people, age","Total people, sex","2009",74600,
"Waitemata local board area","Total people, age","Total people, sex","2009",73500,
"Waiheke local board area","Total people, age","Total people, sex","2009",8310,
"Great Barrier local board area","Total people, age","Total people, sex","2009",870,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2009",48300,
"Henderson-Massey local board area","Total people, age","Total people, sex","2009",107900,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2009",56500,
"Kaipatiki local board area","Total people, age","Total people, sex","2009",84800,
"Upper Harbour local board area","Total people, age","Total people, sex","2009",50100,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2009",88300,
"Rodney local board area","Total people, age","Total people, sex","2009",53800,
"Auckland","Total people, age","Total people, sex","2009",1421700,
"Kaipara district","Total people, age","Total people, sex","2009",19350,
"Invercargill city","65 years and over","Total people, sex","2009",7700,
"Gore district","65 years and over","Total people, sex","2009",2150,
"Southland district","65 years and over","Total people, sex","2009",3600,
"Clutha district","65 years and over","Total people, sex","2009",2450,
"Dunedin city","65 years and over","Total people, sex","2009",16600,
"Queenstown-Lakes district","65 years and over","Total people, sex","2009",2400,
"Central Otago district","65 years and over","Total people, sex","2009",3250,
"Waitaki district","65 years and over","Total people, sex","2009",4300,
"Chatham Islands territory","65 years and over","Total people, sex","2009",70,
"Waimate district","65 years and over","Total people, sex","2009",1500,
"Mackenzie district","65 years and over","Total people, sex","2009",570,
"Timaru district","65 years and over","Total people, sex","2009",8300,
"Whangarei district","Total people, age","Total people, sex","2009",79900,
"Far North district","Total people, age","Total people, sex","2009",59000,
"Ashburton district","65 years and over","Total people, sex","2009",4800,
"Selwyn district","65 years and over","Total people, sex","2009",3700,
"Christchurch city","65 years and over","Total people, sex","2009",50800,
"Christchurch city","65 years and over","Total people, sex","2010",51800,
"Selwyn district","65 years and over","Total people, sex","2010",3900,
"Ashburton district","65 years and over","Total people, sex","2010",4800,
"Far North district","Total people, age","Total people, sex","2010",59600,
"Whangarei district","Total people, age","Total people, sex","2010",81200,
"Timaru district","65 years and over","Total people, sex","2010",8400,
"Mackenzie district","65 years and over","Total people, sex","2010",590,
"Waimate district","65 years and over","Total people, sex","2010",1540,
"Chatham Islands territory","65 years and over","Total people, sex","2010",70,
"Waitaki district","65 years and over","Total people, sex","2010",4400,
"Central Otago district","65 years and over","Total people, sex","2010",3350,
"Queenstown-Lakes district","65 years and over","Total people, sex","2010",2600,
"Dunedin city","65 years and over","Total people, sex","2010",16900,
"Clutha district","65 years and over","Total people, sex","2010",2500,
"Southland district","65 years and over","Total people, sex","2010",3700,
"Gore district","65 years and over","Total people, sex","2010",2200,
"Invercargill city","65 years and over","Total people, sex","2010",7900,
"Kaipara district","Total people, age","Total people, sex","2010",19750,
"Auckland","Total people, age","Total people, sex","2010",1439600,
"Rodney local board area","Total people, age","Total people, sex","2010",54800,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2010",89300,
"Upper Harbour local board area","Total people, age","Total people, sex","2010",51400,
"Kaipatiki local board area","Total people, age","Total people, sex","2010",85600,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2010",57000,
"Henderson-Massey local board area","Total people, age","Total people, sex","2010",109500,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2010",48700,
"Great Barrier local board area","Total people, age","Total people, sex","2010",910,
"Waiheke local board area","Total people, age","Total people, sex","2010",8380,
"Waitemata local board area","Total people, age","Total people, sex","2010",75500,
"Whau local board area","Total people, age","Total people, sex","2010",75400,
"Albert-Eden local board area","Total people, age","Total people, sex","2010",98400,
"Puketapapa local board area","Total people, age","Total people, sex","2010",55100,
"Orakei local board area","Total people, age","Total people, sex","2010",80800,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2010",72100,
"Howick local board area","Total people, age","Total people, sex","2010",129000,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2010",73600,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2010",78500,
"Manurewa local board area","Total people, age","Total people, sex","2010",84900,
"Papakura local board area","Total people, age","Total people, sex","2010",45600,
"Franklin local board area","Total people, age","Total people, sex","2010",65200,
"Total, New Zealand","65 years and over","Total people, sex","2010",563500,
"Thames-Coromandel district","Total people, age","Total people, sex","2010",27100,
"Hauraki district","Total people, age","Total people, sex","2010",18550,
"Waikato district","Total people, age","Total people, sex","2010",64300,
"Matamata-Piako district","Total people, age","Total people, sex","2010",32200,
"Hamilton city","Total people, age","Total people, sex","2010",143300,
"Waipa district","Total people, age","Total people, sex","2010",46900,
"Otorohanga district","Total people, age","Total people, sex","2010",9430,
"South Waikato district","Total people, age","Total people, sex","2010",23200,
"Waitomo district","Total people, age","Total people, sex","2010",9590,
"Taupo district","Total people, age","Total people, sex","2010",34200,
"Western Bay of Plenty district","Total people, age","Total people, sex","2010",45200,
"Tauranga city","Total people, age","Total people, sex","2010",115400,
"Rotorua district","Total people, age","Total people, sex","2010",68400,
"Whakatane district","Total people, age","Total people, sex","2010",34400,
"Kawerau district","Total people, age","Total people, sex","2010",6950,
"Opotiki district","Total people, age","Total people, sex","2010",9090,
"Gisborne district","Total people, age","Total people, sex","2010",46700,
"Wairoa district","Total people, age","Total people, sex","2010",8570,
"Hastings district","Total people, age","Total people, sex","2010",75600,
"Napier city","Total people, age","Total people, sex","2010",58600,
"Central Hawke's Bay district","Total people, age","Total people, sex","2010",13450,
"New Plymouth district","Total people, age","Total people, sex","2010",74400,
"Stratford district","Total people, age","Total people, sex","2010",9150,
"South Taranaki district","Total people, age","Total people, sex","2010",27200,
"Ruapehu district","Total people, age","Total people, sex","2010",13150,
"Whanganui district","Total people, age","Total people, sex","2010",43700,
"Rangitikei district","Total people, age","Total people, sex","2010",14800,
"Manawatu district","Total people, age","Total people, sex","2010",27700,
"Palmerston North city","Total people, age","Total people, sex","2010",82200,
"Tararua district","Total people, age","Total people, sex","2010",17750,
"Horowhenua district","Total people, age","Total people, sex","2010",31000,
"Kapiti Coast district","Total people, age","Total people, sex","2010",49700,
"Kapiti Coast district","Total people, age","Total people, sex","2011",50200,
"Horowhenua district","Total people, age","Total people, sex","2011",31000,
"Tararua district","Total people, age","Total people, sex","2011",17750,
"Palmerston North city","Total people, age","Total people, sex","2011",82800,
"Manawatu district","Total people, age","Total people, sex","2011",28000,
"Rangitikei district","Total people, age","Total people, sex","2011",14700,
"Whanganui district","Total people, age","Total people, sex","2011",43800,
"Ruapehu district","Total people, age","Total people, sex","2011",12950,
"South Taranaki district","Total people, age","Total people, sex","2011",27400,
"Stratford district","Total people, age","Total people, sex","2011",9160,
"New Plymouth district","Total people, age","Total people, sex","2011",75400,
"Central Hawke's Bay district","Total people, age","Total people, sex","2011",13450,
"Napier city","Total people, age","Total people, sex","2011",59000,
"Hastings district","Total people, age","Total people, sex","2011",76200,
"Wairoa district","Total people, age","Total people, sex","2011",8530,
"Gisborne district","Total people, age","Total people, sex","2011",46800,
"Opotiki district","Total people, age","Total people, sex","2011",9070,
"Kawerau district","Total people, age","Total people, sex","2011",6890,
"Whakatane district","Total people, age","Total people, sex","2011",34400,
"Rotorua district","Total people, age","Total people, sex","2011",68800,
"Tauranga city","Total people, age","Total people, sex","2011",117200,
"Western Bay of Plenty district","Total people, age","Total people, sex","2011",45600,
"Taupo district","Total people, age","Total people, sex","2011",34300,
"Waitomo district","Total people, age","Total people, sex","2011",9590,
"South Waikato district","Total people, age","Total people, sex","2011",23300,
"Otorohanga district","Total people, age","Total people, sex","2011",9500,
"Waipa district","Total people, age","Total people, sex","2011",47700,
"Hamilton city","Total people, age","Total people, sex","2011",145600,
"Matamata-Piako district","Total people, age","Total people, sex","2011",32400,
"Waikato district","Total people, age","Total people, sex","2011",65400,
"Hauraki district","Total people, age","Total people, sex","2011",18650,
"Thames-Coromandel district","Total people, age","Total people, sex","2011",27200,
"Total, New Zealand","65 years and over","Total people, sex","2011",580100,
"Franklin local board area","Total people, age","Total people, sex","2011",66300,
"Papakura local board area","Total people, age","Total people, sex","2011",46500,
"Manurewa local board area","Total people, age","Total people, sex","2011",86000,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2011",79300,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2011",74100,
"Howick local board area","Total people, age","Total people, sex","2011",131100,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2011",72900,
"Orakei local board area","Total people, age","Total people, sex","2011",81800,
"Puketapapa local board area","Total people, age","Total people, sex","2011",55700,
"Albert-Eden local board area","Total people, age","Total people, sex","2011",99400,
"Whau local board area","Total people, age","Total people, sex","2011",76000,
"Waitemata local board area","Total people, age","Total people, sex","2011",77100,
"Waiheke local board area","Total people, age","Total people, sex","2011",8510,
"Great Barrier local board area","Total people, age","Total people, sex","2011",930,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2011",49300,
"Henderson-Massey local board area","Total people, age","Total people, sex","2011",111100,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2011",57500,
"Kaipatiki local board area","Total people, age","Total people, sex","2011",86500,
"Upper Harbour local board area","Total people, age","Total people, sex","2011",53100,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2011",90600,
"Rodney local board area","Total people, age","Total people, sex","2011",55800,
"Auckland","Total people, age","Total people, sex","2011",1459600,
"Kaipara district","Total people, age","Total people, sex","2011",20200,
"Invercargill city","65 years and over","Total people, sex","2011",8100,
"Gore district","65 years and over","Total people, sex","2011",2200,
"Southland district","65 years and over","Total people, sex","2011",3800,
"Clutha district","65 years and over","Total people, sex","2011",2550,
"Dunedin city","65 years and over","Total people, sex","2011",17200,
"Queenstown-Lakes district","65 years and over","Total people, sex","2011",2700,
"Central Otago district","65 years and over","Total people, sex","2011",3450,
"Waitaki district","65 years and over","Total people, sex","2011",4500,
"Chatham Islands territory","65 years and over","Total people, sex","2011",70,
"Waimate district","65 years and over","Total people, sex","2011",1570,
"Mackenzie district","65 years and over","Total people, sex","2011",610,
"Timaru district","65 years and over","Total people, sex","2011",8600,
"Whangarei district","Total people, age","Total people, sex","2011",82100,
"Far North district","Total people, age","Total people, sex","2011",60100,
"Ashburton district","65 years and over","Total people, sex","2011",5000,
"Selwyn district","65 years and over","Total people, sex","2011",4200,
"Christchurch city","65 years and over","Total people, sex","2011",50600,
"Christchurch city","65 years and over","Total people, sex","2012",50900,
"Selwyn district","65 years and over","Total people, sex","2012",4600,
"Ashburton district","65 years and over","Total people, sex","2012",5100,
"Far North district","Total people, age","Total people, sex","2012",60400,
"Whangarei district","Total people, age","Total people, sex","2012",82800,
"Timaru district","65 years and over","Total people, sex","2012",8900,
"Mackenzie district","65 years and over","Total people, sex","2012",650,
"Waimate district","65 years and over","Total people, sex","2012",1630,
"Chatham Islands territory","65 years and over","Total people, sex","2012",70,
"Waitaki district","65 years and over","Total people, sex","2012",4600,
"Central Otago district","65 years and over","Total people, sex","2012",3650,
"Queenstown-Lakes district","65 years and over","Total people, sex","2012",2900,
"Dunedin city","65 years and over","Total people, sex","2012",17800,
"Clutha district","65 years and over","Total people, sex","2012",2650,
"Southland district","65 years and over","Total people, sex","2012",4000,
"Gore district","65 years and over","Total people, sex","2012",2300,
"Invercargill city","65 years and over","Total people, sex","2012",8300,
"Kaipara district","Total people, age","Total people, sex","2012",20300,
"Auckland","Total people, age","Total people, sex","2012",1476500,
"Rodney local board area","Total people, age","Total people, sex","2012",56700,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2012",91800,
"Upper Harbour local board area","Total people, age","Total people, sex","2012",54900,
"Kaipatiki local board area","Total people, age","Total people, sex","2012",87300,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2012",57900,
"Henderson-Massey local board area","Total people, age","Total people, sex","2012",112300,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2012",49900,
"Great Barrier local board area","Total people, age","Total people, sex","2012",960,
"Waiheke local board area","Total people, age","Total people, sex","2012",8660,
"Waitemata local board area","Total people, age","Total people, sex","2012",78500,
"Whau local board area","Total people, age","Total people, sex","2012",76300,
"Albert-Eden local board area","Total people, age","Total people, sex","2012",100100,
"Puketapapa local board area","Total people, age","Total people, sex","2012",56100,
"Orakei local board area","Total people, age","Total people, sex","2012",82700,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2012",73300,
"Howick local board area","Total people, age","Total people, sex","2012",133700,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2012",74500,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2012",79800,
"Manurewa local board area","Total people, age","Total people, sex","2012",86600,
"Papakura local board area","Total people, age","Total people, sex","2012",47400,
"Franklin local board area","Total people, age","Total people, sex","2012",67300,
"Total, New Zealand","65 years and over","Total people, sex","2012",603000,
"Thames-Coromandel district","Total people, age","Total people, sex","2012",27200,
"Hauraki district","Total people, age","Total people, sex","2012",18600,
"Waikato district","Total people, age","Total people, sex","2012",66100,
"Matamata-Piako district","Total people, age","Total people, sex","2012",32600,
"Hamilton city","Total people, age","Total people, sex","2012",148100,
"Waipa district","Total people, age","Total people, sex","2012",48200,
"Otorohanga district","Total people, age","Total people, sex","2012",9570,
"South Waikato district","Total people, age","Total people, sex","2012",23200,
"Waitomo district","Total people, age","Total people, sex","2012",9490,
"Taupo district","Total people, age","Total people, sex","2012",34600,
"Western Bay of Plenty district","Total people, age","Total people, sex","2012",45500,
"Tauranga city","Total people, age","Total people, sex","2012",118300,
"Rotorua district","Total people, age","Total people, sex","2012",68600,
"Whakatane district","Total people, age","Total people, sex","2012",34300,
"Kawerau district","Total people, age","Total people, sex","2012",6850,
"Opotiki district","Total people, age","Total people, sex","2012",8870,
"Gisborne district","Total people, age","Total people, sex","2012",47000,
"Wairoa district","Total people, age","Total people, sex","2012",8350,
"Hastings district","Total people, age","Total people, sex","2012",76400,
"Napier city","Total people, age","Total people, sex","2012",59400,
"Central Hawke's Bay district","Total people, age","Total people, sex","2012",13350,
"New Plymouth district","Total people, age","Total people, sex","2012",76200,
"Stratford district","Total people, age","Total people, sex","2012",9230,
"South Taranaki district","Total people, age","Total people, sex","2012",27400,
"Ruapehu district","Total people, age","Total people, sex","2012",12600,
"Whanganui district","Total people, age","Total people, sex","2012",43600,
"Rangitikei district","Total people, age","Total people, sex","2012",14550,
"Manawatu district","Total people, age","Total people, sex","2012",28200,
"Palmerston North city","Total people, age","Total people, sex","2012",83300,
"Tararua district","Total people, age","Total people, sex","2012",17600,
"Horowhenua district","Total people, age","Total people, sex","2012",31200,
"Kapiti Coast district","Total people, age","Total people, sex","2012",50400,
"Kapiti Coast district","Total people, age","Total people, sex","2013",50700,
"Horowhenua district","Total people, age","Total people, sex","2013",31200,
"Tararua district","Total people, age","Total people, sex","2013",17450,
"Palmerston North city","Total people, age","Total people, sex","2013",83500,
"Manawatu district","Total people, age","Total people, sex","2013",28500,
"Rangitikei district","Total people, age","Total people, sex","2013",14550,
"Whanganui district","Total people, age","Total people, sex","2013",43500,
"Ruapehu district","Total people, age","Total people, sex","2013",12450,
"South Taranaki district","Total people, age","Total people, sex","2013",27500,
"Stratford district","Total people, age","Total people, sex","2013",9210,
"New Plymouth district","Total people, age","Total people, sex","2013",77100,
"Central Hawke's Bay district","Total people, age","Total people, sex","2013",13250,
"Napier city","Total people, age","Total people, sex","2013",59600,
"Hastings district","Total people, age","Total people, sex","2013",76700,
"Wairoa district","Total people, age","Total people, sex","2013",8300,
"Gisborne district","Total people, age","Total people, sex","2013",47000,
"Opotiki district","Total people, age","Total people, sex","2013",8780,
"Kawerau district","Total people, age","Total people, sex","2013",6650,
"Whakatane district","Total people, age","Total people, sex","2013",34200,
"Rotorua district","Total people, age","Total people, sex","2013",68400,
"Tauranga city","Total people, age","Total people, sex","2013",119800,
"Western Bay of Plenty district","Total people, age","Total people, sex","2013",45500,
"Taupo district","Total people, age","Total people, sex","2013",34800,
"Waitomo district","Total people, age","Total people, sex","2013",9340,
"South Waikato district","Total people, age","Total people, sex","2013",23200,
