Area,Age,Sex,Year at 30 June,Value,Flags
"Selwyn district","Total people, age","Total people, sex","2014",49500,
"Ashburton district","Total people, age","Total people, sex","2014",32800,
"Timaru district","Total people, age","Total people, sex","2014",45900,
"Mackenzie district","Total people, age","Total people, sex","2014",4320,
"Waimate district","Total people, age","Total people, sex","2014",7880,
"Chatham Islands territory","Total people, age","Total people, sex","2014",600,
"Waitaki district","Total people, age","Total people, sex","2014",21700,
"Central Otago district","Total people, age","Total people, sex","2014",18850,
"Queenstown-Lakes district","Total people, age","Total people, sex","2014",30900,
"Dunedin city","Total people, age","Total people, sex","2014",124600,
"Clutha district","Total people, age","Total people, sex","2014",17350,
"Southland district","Total people, age","Total people, sex","2014",30400,
"Gore district","Total people, age","Total people, sex","2014",12400,
"Invercargill city","Total people, age","Total people, sex","2014",53700,
"Total, New Zealand","Total people, age","Total people, sex","2014",4509700,
"Total, New Zealand","Total people, age","Total people, sex","2015",4595700,
"Invercargill city","Total people, age","Total people, sex","2015",54200,
"Gore district","Total people, age","Total people, sex","2015",12450,
"Southland district","Total people, age","Total people, sex","2015",30600,
"Clutha district","Total people, age","Total people, sex","2015",17400,
"Dunedin city","Total people, age","Total people, sex","2015",125800,
"Queenstown-Lakes district","Total people, age","Total people, sex","2015",32400,
"Central Otago district","Total people, age","Total people, sex","2015",19200,
"Waitaki district","Total people, age","Total people, sex","2015",21900,
"Chatham Islands territory","Total people, age","Total people, sex","2015",610,
"Waimate district","Total people, age","Total people, sex","2015",7870,
"Mackenzie district","Total people, age","Total people, sex","2015",4440,
"Timaru district","Total people, age","Total people, sex","2015",46200,
"Ashburton district","Total people, age","Total people, sex","2015",33200,
"Selwyn district","Total people, age","Total people, sex","2015",52700,
"Christchurch city","Total people, age","Total people, sex","2015",367800,
"Waimakariri district","Total people, age","Total people, sex","2015",56400,
"Hurunui district","Total people, age","Total people, sex","2015",12500,
"Westland district","Total people, age","Total people, sex","2015",8720,
"Grey district","Total people, age","Total people, sex","2015",13650,
"Buller district","Total people, age","Total people, sex","2015",10350,
"Kaikoura district","Total people, age","Total people, sex","2015",3660,
"Marlborough district","Total people, age","Total people, sex","2015",45300,
"Nelson city","Total people, age","Total people, sex","2015",49900,
"Tasman district","Total people, age","Total people, sex","2015",49500,
"South Wairarapa district","Total people, age","Total people, sex","2015",10000,
"Carterton district","Total people, age","Total people, sex","2015",8790,
"Masterton district","Total people, age","Total people, sex","2015",24400,
"Wellington city","Total people, age","Total people, sex","2015",203800,
"Lower Hutt city","Total people, age","Total people, sex","2015",102000,
"Porirua city","Total people, age","Total people, sex","2015",54500,
"Upper Hutt city","Total people, age","Total people, sex","2015",42000,
"Upper Hutt city","Total people, age","Total people, sex","2016",42600,
"Porirua city","Total people, age","Total people, sex","2016",55400,
"Lower Hutt city","Total people, age","Total people, sex","2016",103400,
"Wellington city","Total people, age","Total people, sex","2016",207900,
"Masterton district","Total people, age","Total people, sex","2016",24600,
"Carterton district","Total people, age","Total people, sex","2016",8910,
"South Wairarapa district","Total people, age","Total people, sex","2016",10100,
"Tasman district","Total people, age","Total people, sex","2016",50300,
"Nelson city","Total people, age","Total people, sex","2016",50600,
"Marlborough district","Total people, age","Total people, sex","2016",45500,
"Kaikoura district","Total people, age","Total people, sex","2016",3730,
"Buller district","Total people, age","Total people, sex","2016",10200,
"Grey district","Total people, age","Total people, sex","2016",13550,
"Westland district","Total people, age","Total people, sex","2016",8760,
"Hurunui district","Total people, age","Total people, sex","2016",12700,
"Waimakariri district","Total people, age","Total people, sex","2016",57800,
"Christchurch city","Total people, age","Total people, sex","2016",375000,
"Selwyn district","Total people, age","Total people, sex","2016",56200,
"Ashburton district","Total people, age","Total people, sex","2016",33700,
"Timaru district","Total people, age","Total people, sex","2016",46700,
"Mackenzie district","Total people, age","Total people, sex","2016",4520,
"Waimate district","Total people, age","Total people, sex","2016",7950,
"Chatham Islands territory","Total people, age","Total people, sex","2016",610,
"Waitaki district","Total people, age","Total people, sex","2016",22100,
"Central Otago district","Total people, age","Total people, sex","2016",19700,
"Queenstown-Lakes district","Total people, age","Total people, sex","2016",34700,
"Dunedin city","Total people, age","Total people, sex","2016",127000,
"Clutha district","Total people, age","Total people, sex","2016",17450,
"Southland district","Total people, age","Total people, sex","2016",30900,
"Gore district","Total people, age","Total people, sex","2016",12450,
"Invercargill city","Total people, age","Total people, sex","2016",54700,
"Total, New Zealand","Total people, age","Total people, sex","2016",4693200,
"Total, New Zealand","Total people, age","Total people, sex","2017",4793900,
"Invercargill city","Total people, age","Total people, sex","2017",54800,
"Gore district","Total people, age","Total people, sex","2017",12450,
"Southland district","Total people, age","Total people, sex","2017",31100,
"Clutha district","Total people, age","Total people, sex","2017",17550,
"Dunedin city","Total people, age","Total people, sex","2017",128800,
"Queenstown-Lakes district","Total people, age","Total people, sex","2017",37100,
"Central Otago district","Total people, age","Total people, sex","2017",20300,
"Waitaki district","Total people, age","Total people, sex","2017",22200,
"Chatham Islands territory","Total people, age","Total people, sex","2017",640,
"Waimate district","Total people, age","Total people, sex","2017",7900,
"Mackenzie district","Total people, age","Total people, sex","2017",4600,
"Timaru district","Total people, age","Total people, sex","2017",47100,
"Ashburton district","Total people, age","Total people, sex","2017",34100,
"Selwyn district","Total people, age","Total people, sex","2017",59300,
"Christchurch city","Total people, age","Total people, sex","2017",381500,
"Waimakariri district","Total people, age","Total people, sex","2017",59300,
"Hurunui district","Total people, age","Total people, sex","2017",12800,
"Westland district","Total people, age","Total people, sex","2017",8810,
"Grey district","Total people, age","Total people, sex","2017",13500,
"Buller district","Total people, age","Total people, sex","2017",10150,
"Kaikoura district","Total people, age","Total people, sex","2017",3720,
"Marlborough district","Total people, age","Total people, sex","2017",46200,
